log2FoldChange,lfcSE,pvalue,padj,Domain,Phylum,KEGG_pathway,KEGG_Pathway_Name,Level1,Level2
0.091755796,0.097709593,0.347696653,0.410070701,Bacteria,Synergistetes,ko02024,Quorum sensing,Cellular Processes,Cellular community - prokaryotes
0.101233871,0.113645759,0.373044836,0.433538594,Bacteria,Synergistetes,ko03060,Protein export,Genetic Information Processing,"Folding, sorting and degradation"
0.00295509,0.114707602,0.97944722,0.982535011,Bacteria,Synergistetes,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
-0.959873845,0.228343393,2.63e-05,6.79e-05,Bacteria,Proteobacteria,ko00405,Phenazine biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.40996181,0.091991723,8.33e-06,2.35e-05,Bacteria,Firmicutes,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.125530907,0.132834342,0.344649443,0.407080374,Bacteria,Fusobacteria,ko00010,Glycolysis / Gluconeogenesis,Metabolism,Carbohydrate metabolism
0.296810755,0.128051175,0.020454359,0.031811227,Bacteria,Fusobacteria,ko00020,Citrate cycle (TCA cycle),Metabolism,Carbohydrate metabolism
0.052688737,0.116862483,0.652089723,0.698166049,Bacteria,Fusobacteria,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
0.804526305,0.139716944,8.5e-09,5.39e-08,Bacteria,Fusobacteria,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.013249271,0.108833359,0.903105674,0.923419748,Bacteria,Fusobacteria,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
0.296995023,0.109308316,0.006586873,0.011019679,Bacteria,Fusobacteria,ko00650,Butanoate metabolism,Metabolism,Carbohydrate metabolism
0.227470698,0.140877387,0.106381857,0.144291164,Bacteria,Fusobacteria,ko00680,Methane metabolism,Metabolism,Energy metabolism
0.108812201,0.1166714,0.35100682,0.413056102,Bacteria,Fusobacteria,ko00720,Carbon fixation pathways in prokaryotes,Metabolism,Energy metabolism
0.11868933,0.112193356,0.29010112,0.35206017,Bacteria,Fusobacteria,ko01200,Carbon metabolism,Metabolism,Global and overview maps
0.331422614,0.095216584,0.000500061,0.00101221,Archaea,Euryarchaeota,ko00010,Glycolysis / Gluconeogenesis,Metabolism,Carbohydrate metabolism
0.37952127,0.093438183,4.87e-05,0.000117775,Archaea,Euryarchaeota,ko00020,Citrate cycle (TCA cycle),Metabolism,Carbohydrate metabolism
0.097679183,0.075032629,0.192976986,0.244447759,Archaea,Euryarchaeota,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
0.480871449,0.118031923,4.62e-05,0.000112384,Archaea,Euryarchaeota,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.04190444,0.081196291,0.605792875,0.656550725,Archaea,Euryarchaeota,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
0.366349842,0.09160134,6.35e-05,0.0001508,Archaea,Euryarchaeota,ko00650,Butanoate metabolism,Metabolism,Carbohydrate metabolism
0.536867071,0.14198394,0.000156086,0.000339716,Archaea,Euryarchaeota,ko00680,Methane metabolism,Metabolism,Energy metabolism
0.116800218,0.081247474,0.150551599,0.196133787,Archaea,Euryarchaeota,ko00720,Carbon fixation pathways in prokaryotes,Metabolism,Energy metabolism
0.286695851,0.107717137,0.007777899,0.012917157,Archaea,Euryarchaeota,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
0.381047611,0.118230183,0.001268865,0.0024264,Archaea,Euryarchaeota,ko01120,Microbial metabolism in diverse environments,Metabolism,Global and overview maps
0.166516568,0.092411959,0.07156206,0.099610882,Archaea,Euryarchaeota,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
0.358941476,0.11222376,0.001381711,0.002629548,Archaea,Euryarchaeota,ko01200,Carbon metabolism,Metabolism,Global and overview maps
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04022,cGMP-PKG signaling pathway,Environmental Information Processing,Signal transduction
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04024,cAMP signaling pathway,Environmental Information Processing,Signal transduction
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04260,Cardiac muscle contraction,Organismal Systems,Circulatory system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04261,Adrenergic signaling in cardiomyocytes,Organismal Systems,Circulatory system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04911,Insulin secretion,Organismal Systems,Endocrine system
-0.551207765,0.123993559,8.77e-06,2.47e-05,Bacteria,Firmicutes,ko04918,Thyroid hormone synthesis,Organismal Systems,Endocrine system
-0.285264404,0.137192907,0.037590325,0.055324891,Bacteria,Firmicutes,ko04919,Thyroid hormone signaling pathway,Organismal Systems,Endocrine system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04925,Aldosterone synthesis and secretion,Organismal Systems,Endocrine system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04960,Aldosterone-regulated sodium reabsorption,Organismal Systems,Excretory system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04961,Endocrine and other factor-regulated calcium reabsorption,Organismal Systems,Excretory system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04970,Salivary secretion,Organismal Systems,Digestive system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04971,Gastric acid secretion,Organismal Systems,Digestive system
-0.741091745,0.195834886,0.000154161,0.000335988,Bacteria,Firmicutes,ko04972,Pancreatic secretion,Organismal Systems,Digestive system
0.315610727,0.103642331,0.002325323,0.004267116,Bacteria,Firmicutes,ko04973,Carbohydrate digestion and absorption,Organismal Systems,Digestive system
-0.650044506,0.177791462,0.000255963,0.000537961,Bacteria,Firmicutes,ko04974,Protein digestion and absorption,Organismal Systems,Digestive system
-0.614954452,0.156499684,8.51e-05,0.000197252,Bacteria,Firmicutes,ko04976,Bile secretion,Organismal Systems,Digestive system
-0.639882712,0.17445099,0.000244474,0.000518612,Bacteria,Firmicutes,ko04978,Mineral absorption,Organismal Systems,Digestive system
0.130347402,0.068543723,0.057214576,0.080986113,Bacteria,Firmicutes,ko00561,Glycerolipid metabolism,Metabolism,Lipid metabolism
-0.98466201,0.173702466,1.44e-08,8.61e-08,Bacteria,Proteobacteria,ko00785,Lipoic acid metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.184492721,0.090192476,0.040801209,0.059664268,Bacteria,Actinobacteria,ko05111,Biofilm formation - Vibrio cholerae,Cellular Processes,Cellular community - prokaryotes
0.172482036,0.071708738,0.016158573,0.025656975,Bacteria,Firmicutes,ko04112,Cell cycle - Caulobacter,Cellular Processes,Cell growth and death
-0.387540025,0.109745434,0.00041358,0.000846854,Bacteria,Actinobacteria,ko04112,Cell cycle - Caulobacter,Cellular Processes,Cell growth and death
0.574301968,0.1190392,1.4e-06,4.99e-06,Bacteria,Bacteroidetes,ko05111,Biofilm formation - Vibrio cholerae,Cellular Processes,Cellular community - prokaryotes
-0.094402126,0.081218107,0.245102025,0.304416333,Bacteria,Actinobacteria,ko02026,Biofilm formation - Escherichia coli,Cellular Processes,Cellular community - prokaryotes
-0.490321598,0.088507262,3.03e-08,1.65e-07,Bacteria,Actinobacteria,ko05134,Legionellosis,Human Diseases,Infectious disease: bacterial
-0.270689081,0.20874922,0.194727888,0.246273505,Bacteria,Actinobacteria,ko00120,Primary bile acid biosynthesis,Metabolism,Lipid metabolism
-0.938001633,0.137262038,8.28e-12,1.09e-10,Bacteria,Proteobacteria,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
-1.092592779,0.150594263,4.01e-13,7.69e-12,Bacteria,Proteobacteria,ko05418,Fluid shear stress and atherosclerosis,Human Diseases,Cardiovascular disease
0.042248585,0.080394773,0.599225871,0.651207897,Bacteria,Firmicutes,ko05418,Fluid shear stress and atherosclerosis,Human Diseases,Cardiovascular disease
0.167964655,0.06363813,0.008305995,0.01366581,Bacteria,Firmicutes,ko00261,Monobactam biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.146425911,0.063077378,0.020266902,0.031612393,Bacteria,Firmicutes,ko00920,Sulfur metabolism,Metabolism,Energy metabolism
0.091994181,0.093757424,0.3264973,0.389969025,Bacteria,Firmicutes,ko04930,Type II diabetes mellitus,Human Diseases,Endocrine and metabolic disease
0.089740293,0.094714435,0.343392846,0.405897488,Bacteria,Firmicutes,ko05165,Human papillomavirus infection,Human Diseases,Infectious disease: viral
0.086490407,0.094791433,0.361543184,0.423887403,Bacteria,Firmicutes,ko05203,Viral carcinogenesis,Human Diseases,Cancer: overview
-0.620445996,0.098147276,2.59e-10,2.51e-09,Bacteria,Proteobacteria,ko04922,Glucagon signaling pathway,Organismal Systems,Endocrine system
-0.685928086,0.153382808,7.75e-06,2.21e-05,Bacteria,Proteobacteria,ko04930,Type II diabetes mellitus,Human Diseases,Endocrine and metabolic disease
-0.685490331,0.153399397,7.87e-06,2.23e-05,Bacteria,Proteobacteria,ko05165,Human papillomavirus infection,Human Diseases,Infectious disease: viral
-0.686940012,0.15335953,7.49e-06,2.14e-05,Bacteria,Proteobacteria,ko05203,Viral carcinogenesis,Human Diseases,Cancer: overview
-0.668414757,0.108736346,7.89e-10,6.64e-09,Bacteria,Proteobacteria,ko05230,Central carbon metabolism in cancer,Human Diseases,Cancer: overview
0.626151694,0.107898089,6.51e-09,4.24e-08,Bacteria,Bacteroidetes,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
-1.309788066,0.17862984,2.26e-13,4.8e-12,Bacteria,Proteobacteria,ko00310,Lysine degradation,Metabolism,Amino acid metabolism
-1.320600512,0.171375572,1.3e-14,3.83e-13,Bacteria,Proteobacteria,ko00380,Tryptophan metabolism,Metabolism,Amino acid metabolism
-0.200626607,0.073075351,0.006042322,0.010205239,Bacteria,Actinobacteria,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
0.02222365,0.062764762,0.723280087,0.767159079,Bacteria,Firmicutes,ko01523,Antifolate resistance,Human Diseases,Drug resistance: antineoplastic
-0.334573119,0.093162551,0.000329054,0.000683452,Bacteria,Actinobacteria,ko00670,One carbon pool by folate,Metabolism,Metabolism of cofactors and vitamins
-0.371619804,0.078852168,2.44e-06,8e-06,Bacteria,Actinobacteria,ko01523,Antifolate resistance,Human Diseases,Drug resistance: antineoplastic
0.510454642,0.142621168,0.000344787,0.000711486,Bacteria,Candidatus Saccharibacteria,ko00240,Pyrimidine metabolism,Metabolism,Nucleotide metabolism
0.523545782,0.135011075,0.000105406,0.000239231,Bacteria,Candidatus Saccharibacteria,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
-0.590071999,0.091304225,1.03e-10,1.05e-09,Bacteria,Actinobacteria,ko00290,"Valine, leucine and isoleucine biosynthesis",Metabolism,Amino acid metabolism
-0.346248569,0.089436525,0.000108192,0.000244856,Bacteria,Actinobacteria,ko00770,Pantothenate and CoA biosynthesis,Metabolism,Metabolism of cofactors and vitamins
-0.601611633,0.075825732,2.12e-15,8.03e-14,Bacteria,Actinobacteria,ko01210,2-Oxocarboxylic acid metabolism,Metabolism,Global and overview maps
0.018130002,0.057356317,0.751930969,0.793843512,Bacteria,Firmicutes,ko00290,"Valine, leucine and isoleucine biosynthesis",Metabolism,Amino acid metabolism
-0.249079631,0.090396903,0.005862041,0.009921816,Bacteria,Firmicutes,ko00053,Ascorbate and aldarate metabolism,Metabolism,Carbohydrate metabolism
-0.293062784,0.052960331,3.14e-08,1.69e-07,Bacteria,Firmicutes,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
-0.246107471,0.057310498,1.75e-05,4.66e-05,Bacteria,Firmicutes,ko00310,Lysine degradation,Metabolism,Amino acid metabolism
0.015402647,0.064100346,0.810105751,0.84130434,Bacteria,Firmicutes,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
-0.433058319,0.0623811,3.86e-12,5.39e-11,Bacteria,Firmicutes,ko00380,Tryptophan metabolism,Metabolism,Amino acid metabolism
-0.342423913,0.098556106,0.000511986,0.001033718,Bacteria,Firmicutes,ko00903,Limonene and pinene degradation,Metabolism,Metabolism of terpenoids and polyketides
-0.432424518,0.118198446,0.000253733,0.000535398,Bacteria,Firmicutes,ko00981,Insect hormone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.732962191,0.095063541,1.26e-14,3.77e-13,Bacteria,Actinobacteria,ko00053,Ascorbate and aldarate metabolism,Metabolism,Carbohydrate metabolism
-0.939031297,0.095464021,7.84e-23,3.12e-20,Bacteria,Actinobacteria,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
-1.234980355,0.120137545,8.7e-25,6.92e-22,Bacteria,Actinobacteria,ko00310,Lysine degradation,Metabolism,Amino acid metabolism
-0.797246151,0.112018869,1.1e-12,1.79e-11,Bacteria,Actinobacteria,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
-1.307491407,0.124582183,9.11e-26,1.45e-22,Bacteria,Actinobacteria,ko00380,Tryptophan metabolism,Metabolism,Amino acid metabolism
-0.858402853,0.097819629,1.7e-18,1.81e-16,Bacteria,Actinobacteria,ko00410,beta-Alanine metabolism,Metabolism,Metabolism of other amino acids
-0.287427827,0.104261334,0.005836973,0.009900452,Bacteria,Actinobacteria,ko00561,Glycerolipid metabolism,Metabolism,Lipid metabolism
-0.462273555,0.053260036,3.97e-18,3.84e-16,Bacteria,Actinobacteria,ko00625,Chloroalkane and chloroalkene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.043045255,0.111254118,6.9e-21,1.2e-18,Bacteria,Actinobacteria,ko00903,Limonene and pinene degradation,Metabolism,Metabolism of terpenoids and polyketides
-0.836318116,0.102176961,2.72e-16,1.4e-14,Bacteria,Actinobacteria,ko00981,Insect hormone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.397054989,0.134512933,0.003159297,0.005647687,Bacteria,Actinobacteria,ko03430,Mismatch repair,Genetic Information Processing,Replication and repair
-0.10543191,0.18417099,0.567005283,0.621284714,Bacteria,Proteobacteria,ko04142,Lysosome,Cellular Processes,Transport and catabolism
-0.27614574,0.177965053,0.120737563,0.162104188,Bacteria,Actinobacteria,ko00524,"Neomycin, kanamycin and gentamicin biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
0.17117042,0.090860395,0.059580705,0.084010535,Bacteria,Synergistetes,ko00010,Glycolysis / Gluconeogenesis,Metabolism,Carbohydrate metabolism
0.538209666,0.108241204,6.62e-07,2.51e-06,Bacteria,Synergistetes,ko00020,Citrate cycle (TCA cycle),Metabolism,Carbohydrate metabolism
0.323363691,0.083137226,0.000100444,0.000229277,Bacteria,Synergistetes,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
0.31225618,0.095280808,0.001048346,0.002034047,Bacteria,Synergistetes,ko00650,Butanoate metabolism,Metabolism,Carbohydrate metabolism
0.251087598,0.076197184,0.000983395,0.001912692,Bacteria,Synergistetes,ko00720,Carbon fixation pathways in prokaryotes,Metabolism,Energy metabolism
0.147883362,0.063147159,0.019186643,0.030104486,Bacteria,Synergistetes,ko01120,Microbial metabolism in diverse environments,Metabolism,Global and overview maps
0.111144895,0.067551059,0.099898388,0.136310751,Bacteria,Synergistetes,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
0.170349078,0.06564692,0.009461054,0.01545435,Bacteria,Synergistetes,ko01200,Carbon metabolism,Metabolism,Global and overview maps
0.128848437,0.067867199,0.057625285,0.081350336,Bacteria,Firmicutes,ko03060,Protein export,Genetic Information Processing,"Folding, sorting and degradation"
0.191426837,0.07205636,0.007892683,0.013080477,Bacteria,Firmicutes,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
0.616521555,0.128503582,1.6e-06,5.53e-06,Bacteria,Bacteroidetes,ko03060,Protein export,Genetic Information Processing,"Folding, sorting and degradation"
0.725120366,0.127507229,1.29e-08,7.86e-08,Bacteria,Bacteroidetes,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
-0.781434929,0.162086725,1.43e-06,5.06e-06,Bacteria,Proteobacteria,ko00750,Vitamin B6 metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.904414183,0.155034827,5.42e-09,3.6e-08,Bacteria,Proteobacteria,ko00195,Photosynthesis,Metabolism,Energy metabolism
0.033645621,0.152753281,0.825667736,0.855232661,Bacteria,Fusobacteria,ko00190,Oxidative phosphorylation,Metabolism,Energy metabolism
-0.087609237,0.165153494,0.595784998,0.648798037,Bacteria,Fusobacteria,ko00195,Photosynthesis,Metabolism,Energy metabolism
0.11024575,0.080270616,0.169619954,0.217808996,Bacteria,Firmicutes,ko00195,Photosynthesis,Metabolism,Energy metabolism
-0.672647738,0.127187786,1.23e-07,5.75e-07,Bacteria,Proteobacteria,ko00561,Glycerolipid metabolism,Metabolism,Lipid metabolism
-0.98934907,0.152387818,8.45e-11,8.68e-10,Bacteria,Proteobacteria,ko00564,Glycerophospholipid metabolism,Metabolism,Lipid metabolism
-0.869340372,0.204552406,2.14e-05,5.61e-05,Bacteria,Proteobacteria,ko02060,Phosphotransferase system (PTS),Environmental Information Processing,Membrane transport
0.201005124,0.064019973,0.001691064,0.003165273,Bacteria,Firmicutes,ko00523,Polyketide sugar unit biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.885897786,0.191926605,3.92e-06,1.23e-05,Bacteria,Proteobacteria,ko00333,Prodigiosin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.242566083,0.068870499,0.000428206,0.000874552,Bacteria,Firmicutes,ko01501,beta-Lactam resistance,Human Diseases,Drug resistance: antimicrobial
-0.144706559,0.124152646,0.243794993,0.303029558,Bacteria,Firmicutes,ko00365,Furfural degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.221807856,0.062753366,0.000408398,0.00083732,Bacteria,Firmicutes,ko00750,Vitamin B6 metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.778700539,0.150439064,2.26e-07,9.79e-07,Bacteria,Proteobacteria,ko01523,Antifolate resistance,Human Diseases,Drug resistance: antineoplastic
0.521104797,0.112127025,3.36e-06,1.07e-05,Bacteria,Bacteroidetes,ko00920,Sulfur metabolism,Metabolism,Energy metabolism
0.638570492,0.137268348,3.29e-06,1.05e-05,Bacteria,Bacteroidetes,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism,Metabolism of cofactors and vitamins
-1.451795102,0.211664036,6.94e-12,9.27e-11,Bacteria,Proteobacteria,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism,Metabolism of cofactors and vitamins
0.289308001,0.13154946,0.027861311,0.042016441,Archaea,Euryarchaeota,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
0.184204809,0.113160047,0.103561894,0.140826473,Archaea,Euryarchaeota,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
0.210283592,0.062387228,0.000749994,0.001493418,Bacteria,Firmicutes,ko00300,Lysine biosynthesis,Metabolism,Amino acid metabolism
0.112847801,0.104344095,0.279476199,0.340725389,Archaea,Euryarchaeota,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
0.325903221,0.109309097,0.002868559,0.005168604,Archaea,Euryarchaeota,ko00250,"Alanine, aspartate and glutamate metabolism",Metabolism,Amino acid metabolism
0.174381063,0.114678661,0.128358734,0.170324225,Archaea,Euryarchaeota,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
0.489573657,0.122489333,6.42e-05,0.000152191,Archaea,Euryarchaeota,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
0.199058812,0.130146585,0.126141279,0.167801651,Archaea,Euryarchaeota,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
0.323263956,0.107273792,0.002582976,0.004701962,Archaea,Euryarchaeota,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
0.25171321,0.114123864,0.027411026,0.041376606,Archaea,Euryarchaeota,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
0.012906538,0.132647786,0.922488702,0.937814393,Archaea,Euryarchaeota,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.039910829,0.130039353,0.758909238,0.799618939,Archaea,Euryarchaeota,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.012906538,0.132647786,0.922488702,0.937814393,Archaea,Euryarchaeota,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-0.037294,0.091651079,0.684072009,0.729462846,Archaea,Euryarchaeota,ko01210,2-Oxocarboxylic acid metabolism,Metabolism,Global and overview maps
0.231644853,0.105667501,0.028364687,0.042735055,Archaea,Euryarchaeota,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
0.134256421,0.050467178,0.007807756,0.012953222,Bacteria,Firmicutes,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
0.133513043,0.069254002,0.053870706,0.07656216,Bacteria,Firmicutes,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.108655108,0.066646892,0.103035954,0.1403512,Bacteria,Firmicutes,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-0.640125536,0.154476306,3.42e-05,8.63e-05,Bacteria,Proteobacteria,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-1.273057745,0.197703124,1.2e-10,1.22e-09,Bacteria,Proteobacteria,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.858213439,0.163372206,1.5e-07,6.82e-07,Bacteria,Proteobacteria,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-0.053352985,0.110580782,0.629465199,0.678508897,Archaea,Euryarchaeota,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
0.137511573,0.201646311,0.495274108,0.552194188,Archaea,Euryarchaeota,ko00900,Terpenoid backbone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.460229547,0.095475088,1.43e-06,5.07e-06,Bacteria,Firmicutes,ko00072,Synthesis and degradation of ketone bodies,Metabolism,Lipid metabolism
0.12698231,0.111783947,0.255972489,0.316189619,Bacteria,Bacteroidetes,ko01524,Platinum drug resistance,Human Diseases,Drug resistance: antineoplastic
0.08350706,0.128675847,0.51635628,0.572889011,Bacteria,Bacteroidetes,ko04016,MAPK signaling pathway - plant,Environmental Information Processing,Signal transduction
-1.16315609,0.186295144,4.28e-10,3.98e-09,Bacteria,Proteobacteria,ko01524,Platinum drug resistance,Human Diseases,Drug resistance: antineoplastic
-0.81791748,0.141035797,6.66e-09,4.32e-08,Bacteria,Proteobacteria,ko04016,MAPK signaling pathway - plant,Environmental Information Processing,Signal transduction
-0.043410518,0.146750488,0.767373851,0.80746812,Bacteria,Fusobacteria,ko00562,Inositol phosphate metabolism,Metabolism,Carbohydrate metabolism
0.041975577,0.059707626,0.482044104,0.542384844,Bacteria,Firmicutes,ko00562,Inositol phosphate metabolism,Metabolism,Carbohydrate metabolism
-0.537503739,0.14357469,0.000181314,0.000392477,Bacteria,Proteobacteria,ko05340,Primary immunodeficiency,Human Diseases,Immune disease
-0.77498059,0.103172341,5.84e-14,1.43e-12,Bacteria,Actinobacteria,ko00860,Porphyrin and chlorophyll metabolism,Metabolism,Metabolism of cofactors and vitamins
0.450407809,0.158900085,0.004589247,0.007919189,Bacteria,Bacteroidetes,ko04974,Protein digestion and absorption,Organismal Systems,Digestive system
0.474934655,0.143787253,0.000956437,0.001869399,Bacteria,Bacteroidetes,ko00513,Various types of N-glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
0.458702233,0.127930289,0.000336351,0.000697697,Bacteria,Bacteroidetes,ko00531,Glycosaminoglycan degradation,Metabolism,Glycan biosynthesis and metabolism
0.590337202,0.131428437,7.07e-06,2.02e-05,Bacteria,Bacteroidetes,ko00603,Glycosphingolipid biosynthesis - globo and isoglobo series,Metabolism,Glycan biosynthesis and metabolism
0.482595953,0.143608724,0.000778038,0.001535805,Bacteria,Bacteroidetes,ko00604,Glycosphingolipid biosynthesis - ganglio series,Metabolism,Glycan biosynthesis and metabolism
0.55381019,0.143889157,0.000118666,0.000267418,Bacteria,Bacteroidetes,ko04142,Lysosome,Cellular Processes,Transport and catabolism
0.481349278,0.116751325,3.74e-05,9.32e-05,Bacteria,Bacteroidetes,ko03010,Ribosome,Genetic Information Processing,Translation
-1.172154497,0.211004144,2.77e-08,1.53e-07,Bacteria,Proteobacteria,ko05110,Vibrio cholerae infection,Human Diseases,Infectious disease: bacterial
0.315593687,0.163170189,0.053096145,0.075627543,Bacteria,Synergistetes,ko00900,Terpenoid backbone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
0.171766973,0.083304592,0.039215846,0.057504526,Bacteria,Synergistetes,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
-0.094668756,0.097886235,0.333478834,0.3959439,Bacteria,Synergistetes,ko03010,Ribosome,Genetic Information Processing,Translation
0.325179762,0.099722572,0.001110811,0.002147206,Bacteria,Firmicutes,ko00930,Caprolactam degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.702823311,0.136443805,2.59e-07,1.11e-06,Bacteria,Proteobacteria,ko00660,C5-Branched dibasic acid metabolism,Metabolism,Carbohydrate metabolism
0.414887786,0.102275385,4.98e-05,0.000119861,Bacteria,Bacteroidetes,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
-0.838928307,0.146360201,9.93e-09,6.24e-08,Bacteria,Proteobacteria,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
-0.743071361,0.162199034,4.62e-06,1.42e-05,Bacteria,Proteobacteria,ko01502,Vancomycin resistance,Human Diseases,Drug resistance: antimicrobial
-1.324726871,0.159880711,1.17e-16,6.92e-15,Bacteria,Actinobacteria,ko00480,Glutathione metabolism,Metabolism,Metabolism of other amino acids
-0.429882883,0.076396518,1.83e-08,1.06e-07,Bacteria,Actinobacteria,ko03010,Ribosome,Genetic Information Processing,Translation
0.134894983,0.064504313,0.036505189,0.05402768,Bacteria,Firmicutes,ko00521,Streptomycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.117008068,0.063735548,0.066381789,0.092643356,Bacteria,Firmicutes,ko00525,Acarbose and validamycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.597469425,0.142652089,2.81e-05,7.24e-05,Bacteria,Proteobacteria,ko00525,Acarbose and validamycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.895290529,0.162146589,3.36e-08,1.79e-07,Bacteria,Proteobacteria,ko03020,RNA polymerase,Genetic Information Processing,Transcription
0.494046916,0.114796314,1.68e-05,4.48e-05,Bacteria,Bacteroidetes,ko00790,Folate biosynthesis,Metabolism,Metabolism of cofactors and vitamins
-1.420424419,0.208545079,9.68e-12,1.23e-10,Bacteria,Proteobacteria,ko00281,Geraniol degradation,Metabolism,Metabolism of terpenoids and polyketides
-1.217958451,0.178388173,8.64e-12,1.11e-10,Bacteria,Proteobacteria,ko00362,Benzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.403299704,0.22308001,3.16e-10,3.01e-09,Bacteria,Proteobacteria,ko00903,Limonene and pinene degradation,Metabolism,Metabolism of terpenoids and polyketides
