log2FoldChange,lfcSE,pvalue,padj,SGB,Domain,Phylum,Class,Order,Family,Genus
9.308297656,2.705119979,0.000579585,0.001126875,SAMEA3663036__metabat2_high_PE_031_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
25.39213996,1.553222872,4.49e-60,5.42e-59,SAMEA3663036__metabat2_high_PE_032_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
25.30126882,2.45168928,5.73e-25,2.22e-24,SAMEA3663036__metabat2_low_PE_026_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873
24.60052395,2.405098279,1.48e-24,5.6e-24,SAMEA3663036__metabat2_low_PE_036_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,
24.98540281,1.701662912,8.29e-49,7.64e-48,SAMEA3663038__metabat2_low_PE_024_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,HUN007
23.50333625,2.540095534,2.18e-20,6.67e-20,SAMEA3663038__metabat2_low_PE_030_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,NK4A136
26.30235188,1.30161592,8.42e-91,1.74e-89,SAMEA3663039__metabat2_low_PE_029_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium_R
4.679476753,2.562326841,0.067811005,0.094849571,SAMEA3663047__metabat2_low_PE_007_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,SZUA-378
-0.025137051,2.010139228,0.99002261,0.99002261,SAMEA3663048__metabat2_high_PE_014_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
25.30486727,2.625407865,5.5e-22,1.79e-21,SAMEA3663052__metabat2_low_PE_022_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
3.301398179,1.513502777,0.029161499,0.044041171,SAMEA3663057__metabat2_high_PE_009_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492
24.07246833,2.189943932,4.16e-28,1.8e-27,SAMEA3663057__metabat2_low_PE_007_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
4.726438754,1.978096089,0.016876476,0.026577443,SAMEA3663072__metabat2_low_PE_026_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
27.84814983,2.394515138,2.9e-31,1.44e-30,SAMEA3663077__metabat2_low_PE_009_contigs,Bacteria,Proteobacteria,Alphaproteobacteria,Rs-D84,Rs-D84,Rs-D84
10.72068489,2.333760336,4.35e-06,1.02e-05,SAMEA3663083__metabat2_high_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
3.200374479,2.606033134,0.219423087,0.268904819,SAMEA3663084__metabat2_high_PE_020_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-611,CAG-710
24.63167739,2.28853222,5.14e-27,2.16e-26,SAMEA3663085__maxbin2_low_prob_021_contigs,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter
3.050967845,2.514475777,0.224991678,0.273705472,SAMEA3663085__metabat2_high_PE_025_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
20.96484518,1.56212781,4.57e-41,3.3e-40,SAMEA3663085__metabat2_low_PE_011_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
28.67647153,0.918111659,3.66e-214,1.21e-211,SAMEA3663092__metabat2_high_PE_027_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
3.926435409,1.502922019,0.008987366,0.014896559,SAMEA3663096__metabat2_low_PE_010_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-273
9.918746226,3.158020481,0.001684806,0.003137714,SAMEA3663103__metabat2_low_PE_014_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
24.48776315,2.392990853,1.41e-24,5.4e-24,SAMEA3663112__metabat2_low_PE_018_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
25.16208118,1.885603151,1.28e-40,8.98e-40,SAMEA3663118__metabat2_high_PE_005_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485
2.873593334,1.974687485,0.145609962,0.184235505,SAMEA3663125__metabat2_high_PE_025_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-611,CAG-877
23.16485222,2.159078745,7.44e-27,3.1e-26,SAMEA3663175__metabat2_low_PE_006_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
1.444680438,2.170175586,0.505604479,0.553600681,SAMEA3663178__metabat2_low_PE_020_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger
24.0689751,2.382183331,5.32e-24,1.99e-23,SAMEA3663186__metabat2_high_PE_009_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA3663,UBA3663
24.1838801,2.485300548,2.23e-22,7.46e-22,SAMEA3663186__metabat2_low_PE_012_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02
1.785909793,2.474991638,0.470551416,0.521615649,SAMEA3663196__metabat2_high_PE_005_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
5.265710806,1.109060703,2.06e-06,4.9e-06,SAMEA3663207__metabat2_low_PE_007_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83
3.694021091,1.362749693,0.006713904,0.01132651,SAMEA3663207__metabat2_low_PE_011_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-273
25.71485877,1.838129134,1.8e-44,1.45e-43,SAMEA3663207__metabat2_low_PE_015_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,
11.12886692,2.291786698,1.2e-06,2.92e-06,SAMEA3663208__metabat2_high_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
24.6595588,1.863646405,5.74e-40,3.93e-39,SAMEA3663208__metabat2_high_PE_016_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
10.32212853,2.113658659,1.04e-06,2.58e-06,SAMEA3663208__metabat2_low_PE_010_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
25.61547158,2.147958649,8.72e-33,4.7e-32,SAMEA3663208__metabat2_low_PE_018_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
5.716629587,2.071964819,0.00579718,0.010009194,SAMEA3663223__maxbin2_low_prob_030_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-302,CAG-914
25.61652742,2.439354334,8.51e-26,3.38e-25,SAMEA3663223__metabat2_high_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
28.1522229,0.900156094,1.03e-214,6.81e-212,SAMEA3663230__metabat2_low_PE_017_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
3.382052491,1.48482096,0.022741415,0.034982733,SAMEA3663230__metabat2_low_PE_027_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-611,UBA3789
26.75699847,1.227209779,2.17e-105,6.25e-104,SAMEA3663235__metabat2_high_PE_030_contigs,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A
2.991065597,1.461487267,0.040698333,0.059565109,SAMEA3663241__metabat2_low_PE_011_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492
24.08409965,1.31985543,2.16e-74,3.59e-73,SAMEA3663242__metabat2_high_PE_022_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02
-0.910468402,2.158431887,0.673156858,0.705060027,SAMEA3663243__metabat2_low_PE_027_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
6.557805397,1.589669121,3.7e-05,8.08e-05,SAMEA3663246__metabat2_high_PE_017_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177
25.51498557,2.041371504,7.57e-36,4.6e-35,SAMEA3663248__metabat2_high_PE_009_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA1712
28.49136356,1.010448011,6.41e-175,7.08e-173,SAMEA3663248__metabat2_low_PE_010_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
5.205553602,0.898542275,6.9e-09,1.88e-08,SAMEA3663248__metabat2_low_PE_036_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA1777
27.4506069,1.991689329,3.24e-43,2.53e-42,SAMEA3663250__metabat2_low_PE_006_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2868
6.250194006,1.551976431,5.64e-05,0.000121874,SAMEA3663257__metabat2_high_PE_019_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,RF16
23.89764695,2.515605737,2.1e-21,6.61e-21,SAMEA3663257__metabat2_low_PE_015_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA3663,UBA3663
25.68077911,1.010324806,1.58e-142,8.74e-141,SAMEA3663260__metabat2_high_PE_016_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
23.46988563,2.680335817,2.02e-18,5.89e-18,SAMEA3663260__metabat2_low_PE_011_contigs,Bacteria,Firmicutes,Bacilli,RF39,UBA5348,CAG-1193
5.913947264,1.01365498,5.4e-09,1.48e-08,SAMEA3663263__metabat2_high_PE_031_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
24.66217476,1.373305436,4.14e-72,6.53e-71,SAMEA3663263__metabat2_low_PE_013_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177
3.944240562,1.258285411,0.001720797,0.003195765,SAMEA3663267__metabat2_low_PE_011_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,
25.61009545,1.474074847,1.31e-67,1.84e-66,SAMEA3663267__metabat2_low_PE_017_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,
5.467928026,1.177248771,3.41e-06,7.98e-06,SAMEA3663269__metabat2_high_PE_027_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83
24.23780151,2.285468058,2.82e-26,1.15e-25,SAMEA3663269__metabat2_low_PE_031_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2882
4.544664297,2.560843979,0.075951662,0.104908233,SAMEA3663271__maxbin2_low_prob_005_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
23.95239793,2.278202354,7.47e-26,3e-25,SAMEA3663273__metabat2_low_PE_012_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-302,CAG-302
23.94003106,2.54039931,4.35e-21,1.36e-20,SAMEA3663276__metabat2_high_PE_019_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,FD2005
24.50617671,2.530195272,3.48e-22,1.15e-21,SAMEA3663280__maxbin2_low_prob_023_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02
25.60003014,1.188146592,5.75e-103,1.52e-101,SAMEA3663280__metabat2_low_PE_020_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor
25.53006972,1.739790581,9.43e-49,8.56e-48,SAMEA3663283__metabat2_high_PE_009_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,CAG-831
24.58735437,1.805199306,3.03e-42,2.29e-41,SAMEA3663283__metabat2_low_PE_007_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177
23.64163349,2.284001424,4.14e-25,1.62e-24,SAMEA3663283__metabat2_low_PE_027_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,F23-B02
24.7046626,1.811269492,2.33e-42,1.78e-41,SAMEA3663296__metabat2_high_PE_018_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
3.508651101,2.041589578,0.08568944,0.115471746,SAMEA3663296__metabat2_low_PE_008_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-822,UBA5026
24.34370132,2.161149844,1.97e-29,8.95e-29,SAMEA3663296__metabat2_low_PE_018_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
5.150730857,1.150852836,7.62e-06,1.75e-05,SAMEA3663296__metabat2_low_PE_021_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4
25.50126745,2.140955689,1.04e-32,5.54e-32,SAMEA3663297__metabat2_high_PE_016_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
5.52347702,1.147521765,1.48e-06,3.55e-06,SAMEA3663297__metabat2_low_PE_003_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
26.01550614,1.213807689,6.58e-102,1.68e-100,SAMEA3663297__metabat2_low_PE_020_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-95
25.98755038,1.001754445,2.24e-148,1.48e-146,SAMEA3663297__metabat2_low_PE_033_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
24.36709317,2.096145584,3.09e-31,1.52e-30,SAMEA3663299__metabat2_low_PE_032_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
-2.691873748,2.725385784,0.32329776,0.376707231,SAMEA5043680__maxbin2_low_prob_004_contigs,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_P
3.07690742,2.420772597,0.203713152,0.25136553,Scooby_p2__metabat2_low_PE_040_contigs,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium_B
25.72597695,1.508084507,3.01e-65,3.91e-64,Scrappy_p2__metabat2_high_PE_016_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
25.84951074,1.963443297,1.39e-39,9.2e-39,Scrappy_p2__metabat2_low_PE_009_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
26.81596743,1.074221344,1.54e-137,6.79e-136,Scrappy_p2__metabat2_low_PE_034_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
2.453594245,1.838862454,0.182105545,0.226521531,Shorty_p1__maxbin2_high_prob_011_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
1.667397945,1.366496919,0.222389509,0.272037352,Shorty_p1__maxbin2_high_prob_022_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
5.620735516,2.45814244,0.022220441,0.034260819,Skinner_p2__maxbin2_high_prob_029_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A
-0.205576791,1.343495472,0.878385372,0.897333592,Skinner_p2__metabat2_high_PE_010_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia
3.444501641,1.993411438,0.083998417,0.113655001,Skinner_p2__metabat2_high_PE_027_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
-3.25431488,2.680058021,0.22464452,0.273705472,Snoopy_p1__maxbin2_high_prob_025_contigs,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Turicibacteraceae,Turicibacter
2.743736268,1.595326599,0.085458137,0.115394592,Snoopy_p1__metabat2_low_PE_026_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
24.45663743,2.288280095,1.16e-26,4.81e-26,Snoopy_p2__maxbin2_low_prob_037_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
9.93411793,2.388178055,3.19e-05,7e-05,Stewie_p2__metabat2_high_PE_008_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A
27.91440217,1.329744275,7.71e-98,1.83e-96,Tibetan_p1__metabat2_high_PE_033_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
4.432573434,3.116603848,0.154955214,0.194574445,Trix_p1__metabat2_low_PE_026_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Peptostreptococcus
26.18701867,2.396117586,8.38e-28,3.61e-27,Trix_p2__metabat2_low_PE_030_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173
10.21198571,1.773497072,8.51e-09,2.31e-08,UncleJesse_p2__metabat2_low_PE_019_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
3.704733981,1.397686345,0.008034442,0.013350464,Virginia_p1__maxbin2_low_prob_017_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_A
0.366847441,1.9537902,0.851063272,0.874813874,Virginia_p1__metabat2_high_PE_027_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridium_U
-1.57215208,1.392908762,0.259031692,0.309437859,Virginia_p1__metabat2_low_PE_013_contigs,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium
23.99151504,2.106486664,4.72e-30,2.25e-29,X1_Eurasian_Beaver__metabat2_high_PE_005_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873
1.450488533,2.784095476,0.602373079,0.642079343,X1_Eurasian_Beaver__metabat2_low_PE_008_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA7332,UBA7332
30.0,2.392545521,4.57e-36,2.81e-35,X101_Horse__maxbin2_high_prob_001_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA1786
-5.89541861,1.178859224,5.7e-07,1.45e-06,X103_Eurasian_Blackcap__maxbin2_high_prob_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella_B
4.66550468,2.161524419,0.030894217,0.046341325,X108_Striped_Desert_Hamster__metabat2_low_PE_001_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485
4.767473491,1.265835486,0.000165707,0.000343324,X120_Alpine_Shrew__metabat2_high_PE_003_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,
-7.189201268,1.092537372,4.7e-11,1.32e-10,X125_Common_Carp__maxbin2_low_prob_001_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas
3.828082237,2.109700375,0.069598529,0.097144895,X127_Alpine_Marmot__maxbin2_low_prob_009_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,CAG-115
3.872844929,2.169576939,0.074250096,0.102772054,X127_Alpine_Marmot__metabat2_high_PE_012_contigs,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
3.261685343,2.061792056,0.113657287,0.148336184,X127_Alpine_Marmot__metabat2_high_PE_013_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
7.96400852,1.577365805,4.44e-07,1.14e-06,X129_Alpine_Ibex__metabat2_low_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
4.675613917,1.873961038,0.012594176,0.020071969,X129_Alpine_Ibex__metabat2_low_PE_007_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4372
4.906196911,1.510037849,0.001157888,0.002174731,X130_Alpine_Ibex__metabat2_high_PE_003_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,UBA1232
-0.167079054,1.080278072,0.877086996,0.897333592,X133_Domestic_Goat__maxbin2_high_prob_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
30.0,1.895367722,1.99e-56,2.13e-55,X134_Domestic_Goat__metabat2_high_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,
6.589989662,2.005986017,0.001019236,0.001930725,X136_Domestic_Pig__maxbin2_high_prob_007_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
6.846781943,1.730383201,7.6e-05,0.000162457,X136_Domestic_Pig__metabat2_low_PE_007_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,UBA1191
3.991063526,1.818523623,0.028187109,0.042666788,X137_Gaur__metabat2_high_PE_003_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E
10.32914452,1.945387142,1.1e-07,2.87e-07,X137_Gaur__metabat2_high_PE_006_contigs,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,
3.592546815,1.763702329,0.041656567,0.060566456,X139_Sambar__maxbin2_low_prob_005_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
-3.5130491,1.99424316,0.078137722,0.107479896,X157_Grey_Heron__metabat2_low_PE_010_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,An114
-3.170042175,1.118967639,0.00461125,0.008045418,X172_European_Greenfinch__maxbin2_low_prob_001_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus_B
-4.093707963,1.996551604,0.04032646,0.059282579,X172_European_Greenfinch__metabat2_low_PE_006_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc
3.745895721,1.443135699,0.009440827,0.015531683,X18_West_European_Hedgehog__maxbin2_low_prob_002_contigs,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium_A
-0.657475996,0.989117106,0.50623602,0.553600681,X18_West_European_Hedgehog__maxbin2_low_prob_003_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Proteus
-10.58267404,2.033465822,1.95e-07,5.06e-07,X183_European_Chub__maxbin2_low_prob_001_contigs,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,UBA3375,
5.545566063,1.910824322,0.003705694,0.00651691,X19_European_Ground_Squirrel__metabat2_low_PE_003_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-611,
-6.488372403,1.69946883,0.000134602,0.000282409,X190_Common_House_Gecko__metabat2_low_PE_001_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Pseudonocardiaceae,Saccharopolyspora
3.234031598,1.579687044,0.04063247,0.059565109,X199_Human__maxbin2_high_prob_002_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E
1.920311341,1.51168588,0.203973838,0.25136553,X199_Human__maxbin2_low_prob_003_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminiclostridium_E
2.902050104,1.386169557,0.036297845,0.053837744,X199_Human__metabat2_high_PE_003_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-45
3.077062188,1.970627323,0.118414483,0.153637578,X199_Human__metabat2_high_PE_009_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-302,CAG-302
1.921738125,1.300354549,0.139446047,0.17813628,X199_Human__metabat2_high_PE_027_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
-1.44183856,1.93223477,0.455545053,0.509319343,X199_Human__metabat2_low_PE_011_contigs,Bacteria,Firmicutes,Bacilli,ML615J-28,CAG-313,CAG-313
2.893236613,1.298812884,0.025907148,0.039577048,X199_Human__metabat2_low_PE_023_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
3.964485353,1.943286314,0.041341036,0.060372482,X208_Red_Sheep__metabat2_high_PE_002_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,P3,UBA3388
4.75535139,1.520213202,0.001759512,0.00324946,X208_Red_Sheep__metabat2_low_PE_001_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-1000,
30.0,2.641159126,6.72e-30,3.18e-29,X21_Yellow_necked_Field_Mouse__maxbin2_high_prob_002_contigs,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,NHYN01
0.126123639,1.986705298,0.949381244,0.956595387,X213_Goose__maxbin2_high_prob_003_contigs,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,NHYM01
6.567268357,2.843884826,0.02092918,0.032496595,X22_European_Rabbit__metabat2_high_PE_013_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
12.59030932,2.523720775,6.08e-07,1.54e-06,X22_European_Rabbit__metabat2_low_PE_003_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella
7.116509712,1.549516496,4.37e-06,1.02e-05,X231_Brown_Bear__maxbin2_low_prob_001_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia
-0.201420267,1.884654911,0.914889084,0.930324329,X235_Pygmy_Slow_Loris__metabat2_low_PE_001_contigs,Bacteria,Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,Spiro-01
-0.161903651,2.072613997,0.937736035,0.949189299,X236_Pygmy_Slow_Loris__metabat2_high_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella
0.911829324,1.722826209,0.596622553,0.639031911,X237_Red_shanked_Douc_Langur__metabat2_high_PE_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
-3.546434722,1.181471548,0.00268468,0.004823693,X241_Italian_wall_lizard__maxbin2_high_prob_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
-1.779843529,2.611257302,0.495489359,0.54388981,X244_Common_House_Martin__maxbin2_low_prob_002_contigs,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmoidaceae,
1.370804152,1.914039666,0.473877881,0.522763785,X244_Common_House_Martin__metabat2_low_PE_005_contigs,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium_B
