log2FoldChange,lfcSE,pvalue,padj,Domain,Phylum,KEGG_pathway,KEGG_Pathway_Name,Level1,Level2
-0.032817551,0.071062533,0.644215938,0.675010876,Bacteria,Synergistetes,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
0.611437605,0.077481529,2.99e-15,6.9e-15,Bacteria,Fusobacteria,ko00670,One carbon pool by folate,Metabolism,Metabolism of cofactors and vitamins
0.246023823,0.062631192,8.56e-05,0.000124146,Bacteria,Fusobacteria,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
0.293172739,0.085489855,0.000605078,0.000839799,Bacteria,Fusobacteria,ko01210,2-Oxocarboxylic acid metabolism,Metabolism,Global and overview maps
0.553826113,0.066146341,5.63e-17,1.39e-16,Bacteria,Fusobacteria,ko00261,Monobactam biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.521568403,0.084763337,7.59e-10,1.45e-09,Bacteria,Fusobacteria,ko00300,Lysine biosynthesis,Metabolism,Amino acid metabolism
0.815190005,0.071259152,2.65e-30,9.26e-30,Bacteria,Bacteroidetes,ko04930,Type II diabetes mellitus,Human Diseases,Endocrine and metabolic disease
0.838243393,0.067755035,3.72e-35,1.46e-34,Bacteria,Bacteroidetes,ko05165,Human papillomavirus infection,Human Diseases,Infectious disease: viral
0.838243393,0.067755035,3.72e-35,1.46e-34,Bacteria,Bacteroidetes,ko05203,Viral carcinogenesis,Human Diseases,Cancer: overview
1.182936565,0.100215134,3.72e-32,1.38e-31,Bacteria,Firmicutes,ko00785,Lipoic acid metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.383159071,0.053645012,9.17e-13,1.93e-12,Bacteria,Synergistetes,ko03030,DNA replication,Genetic Information Processing,Replication and repair
-0.862151476,0.114908121,6.24e-14,1.36e-13,Bacteria,Synergistetes,ko03410,Base excision repair,Genetic Information Processing,Replication and repair
-0.303230523,0.077712606,9.54e-05,0.000137751,Bacteria,Synergistetes,ko03420,Nucleotide excision repair,Genetic Information Processing,Replication and repair
-0.452447627,0.05513806,2.29e-16,5.55e-16,Bacteria,Synergistetes,ko03430,Mismatch repair,Genetic Information Processing,Replication and repair
-0.427125107,0.053015967,7.85e-16,1.86e-15,Bacteria,Synergistetes,ko03440,Homologous recombination,Genetic Information Processing,Replication and repair
0.847894862,0.145572188,5.73e-09,1.04e-08,Bacteria,Tenericutes,ko00052,Galactose metabolism,Metabolism,Carbohydrate metabolism
0.780659172,0.167907968,3.33e-06,5.24e-06,Bacteria,Tenericutes,ko03018,RNA degradation,Genetic Information Processing,"Folding, sorting and degradation"
1.079880496,0.199635365,6.33e-08,1.1e-07,Bacteria,Tenericutes,ko04152,AMPK signaling pathway,Environmental Information Processing,Signal transduction
0.962186791,0.210469723,4.84e-06,7.49e-06,Bacteria,Tenericutes,ko05230,Central carbon metabolism in cancer,Human Diseases,Cancer: overview
-1.606644843,0.064618592,1.85e-136,6.91e-135,Bacteria,Proteobacteria,ko01055,Biosynthesis of vancomycin group antibiotics,Metabolism,Metabolism of terpenoids and polyketides
0.577376285,0.141048513,4.25e-05,6.29e-05,Bacteria,Actinobacteria,ko05225,Hepatocellular carcinoma,Human Diseases,Cancer: specific types
0.017637228,0.06626064,0.790100918,0.808327495,Bacteria,Firmicutes,ko00365,Furfural degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.973160653,0.063436135,4.08e-53,2.13e-52,Archaea,Euryarchaeota,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
-0.485652499,0.057679268,3.77e-17,9.36e-17,Archaea,Euryarchaeota,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
-0.74855803,0.051355424,3.99e-48,1.92e-47,Archaea,Euryarchaeota,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
-1.66617118,0.117963714,2.69e-45,1.22e-44,Bacteria,Proteobacteria,ko00980,Metabolism of xenobiotics by cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
-1.680313419,0.118855542,2.23e-45,1.02e-44,Bacteria,Proteobacteria,ko00982,Drug metabolism - cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
-1.8652355,0.101472075,1.84e-75,1.41e-74,Bacteria,Proteobacteria,ko01524,Platinum drug resistance,Human Diseases,Drug resistance: antineoplastic
-1.772489454,0.098648541,3.49e-72,2.59e-71,Bacteria,Proteobacteria,ko05200,Pathways in cancer,Human Diseases,Cancer: overview
-2.04363076,0.168529951,7.67e-34,2.95e-33,Bacteria,Proteobacteria,ko05204,Chemical carcinogenesis,Human Diseases,Cancer: overview
-1.907215951,0.152070573,4.42e-36,1.78e-35,Bacteria,Proteobacteria,ko05225,Hepatocellular carcinoma,Human Diseases,Cancer: specific types
-0.288623598,0.072431257,6.75e-05,9.86e-05,Bacteria,Spirochaetes,ko03320,PPAR signaling pathway,Organismal Systems,Endocrine system
0.02676381,0.085237791,0.753528671,0.774619971,Bacteria,Spirochaetes,ko04146,Peroxisome,Cellular Processes,Transport and catabolism
-0.323190175,0.102797863,0.001666904,0.002212098,Bacteria,Spirochaetes,ko04216,Ferroptosis,Cellular Processes,Cell growth and death
-0.323190175,0.102797863,0.001666904,0.002212098,Bacteria,Spirochaetes,ko04714,Thermogenesis,Organismal Systems,Environmental adaptation
-0.264063174,0.077904143,0.00069997,0.000967979,Bacteria,Spirochaetes,ko04920,Adipocytokine signaling pathway,Organismal Systems,Endocrine system
1.234866438,0.097485546,8.99e-37,3.66e-36,Bacteria,Firmicutes,ko00621,Dioxin degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.838159437,0.085281817,8.52e-23,2.47e-22,Bacteria,Fusobacteria,ko00920,Sulfur metabolism,Metabolism,Energy metabolism
0.529844079,0.101169635,1.63e-07,2.77e-07,Bacteria,Fusobacteria,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
0.623272514,0.107897147,7.63e-09,1.37e-08,Bacteria,Bacteroidetes,ko04724,Glutamatergic synapse,Organismal Systems,Nervous system
0.637233721,0.101471759,3.39e-10,6.53e-10,Bacteria,Bacteroidetes,ko04727,GABAergic synapse,Organismal Systems,Nervous system
-0.316280577,0.057155455,3.14e-08,5.48e-08,Bacteria,Fusobacteria,ko04066,HIF-1 signaling pathway,Environmental Information Processing,Signal transduction
-0.589835512,0.057227963,6.57e-25,2.06e-24,Bacteria,Proteobacteria,ko05340,Primary immunodeficiency,Human Diseases,Immune disease
-0.305027418,0.12720503,0.01648849,0.020444441,Bacteria,Verrucomicrobia,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
-0.086345966,0.162003561,0.594041837,0.626223207,Bacteria,Verrucomicrobia,ko00300,Lysine biosynthesis,Metabolism,Amino acid metabolism
-0.195681438,0.068800427,0.004452459,0.005760406,Bacteria,Verrucomicrobia,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
-0.474275953,0.092805866,3.21e-07,5.36e-07,Bacteria,Verrucomicrobia,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
-0.297697118,0.09293164,0.001358157,0.001815,Bacteria,Verrucomicrobia,ko01120,Microbial metabolism in diverse environments,Metabolism,Global and overview maps
-0.202991078,0.08125096,0.012478272,0.015563156,Bacteria,Verrucomicrobia,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
-0.106373757,0.125197284,0.395520216,0.428311784,Bacteria,Verrucomicrobia,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
0.120622781,0.058245111,0.038363358,0.045982981,Bacteria,Candidatus Melainabacteria,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
0.046880183,0.091387347,0.607963002,0.639837442,Bacteria,Synergistetes,ko00860,Porphyrin and chlorophyll metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.034077178,0.057665637,0.554557765,0.585895655,Bacteria,Spirochaetes,ko00860,Porphyrin and chlorophyll metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.461643823,0.053498489,6.18e-18,1.58e-17,Bacteria,Actinobacteria,ko04152,AMPK signaling pathway,Environmental Information Processing,Signal transduction
0.179626572,0.074668639,0.016143746,0.020030009,Bacteria,Fusobacteria,ko03430,Mismatch repair,Genetic Information Processing,Replication and repair
0.914039248,0.25640993,0.000364193,0.000511049,Bacteria,Tenericutes,ko00561,Glycerolipid metabolism,Metabolism,Lipid metabolism
-1.723957864,0.103083068,8.77e-63,5.54e-62,Bacteria,Proteobacteria,ko01503,Cationic antimicrobial peptide (CAMP) resistance,Human Diseases,Drug resistance: antimicrobial
0.793954509,0.050053323,1.16e-56,6.31e-56,Bacteria,Bacteroidetes,ko05340,Primary immunodeficiency,Human Diseases,Immune disease
0.096123801,0.069532626,0.166840535,0.188151922,Bacteria,Fusobacteria,ko00860,Porphyrin and chlorophyll metabolism,Metabolism,Metabolism of cofactors and vitamins
-1.533411289,0.063276509,9.87e-130,2.9e-128,Bacteria,Proteobacteria,ko04152,AMPK signaling pathway,Environmental Information Processing,Signal transduction
0.027036914,0.076971815,0.725395305,0.748149727,Bacteria,Fusobacteria,ko04934,Cushing syndrome,Human Diseases,Endocrine and metabolic disease
0.027036914,0.076971815,0.725395305,0.748149727,Bacteria,Fusobacteria,ko05211,Renal cell carcinoma,Human Diseases,Cancer: specific types
-1.143264732,0.058492709,4.51e-85,4.26e-84,Bacteria,Proteobacteria,ko04070,Phosphatidylinositol signaling system,Environmental Information Processing,Signal transduction
0.461123198,0.065501974,1.92e-12,4.01e-12,Bacteria,Spirochaetes,ko00052,Galactose metabolism,Metabolism,Carbohydrate metabolism
-0.363064574,0.090361329,5.87e-05,8.63e-05,Bacteria,Fusobacteria,ko03020,RNA polymerase,Genetic Information Processing,Transcription
-1.418370705,0.084857732,1.02e-62,6.38e-62,Bacteria,Proteobacteria,ko04724,Glutamatergic synapse,Organismal Systems,Nervous system
-1.361807664,0.078281781,8.81e-68,6.02e-67,Bacteria,Proteobacteria,ko04727,GABAergic synapse,Organismal Systems,Nervous system
-0.734916684,0.044096088,2.31e-62,1.42e-61,Archaea,Euryarchaeota,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
-0.743156066,0.04987936,3.34e-50,1.67e-49,Archaea,Euryarchaeota,ko00250,"Alanine, aspartate and glutamate metabolism",Metabolism,Amino acid metabolism
-0.144769447,0.059627809,0.01518717,0.018867709,Archaea,Euryarchaeota,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
-0.083469188,0.065333567,0.201395783,0.224987035,Archaea,Euryarchaeota,ko02020,Two-component system,Environmental Information Processing,Signal transduction
0.173604005,0.090022437,0.053798852,0.063723236,Archaea,Euryarchaeota,ko04724,Glutamatergic synapse,Organismal Systems,Nervous system
0.173604005,0.090022437,0.053798852,0.063723236,Archaea,Euryarchaeota,ko04727,GABAergic synapse,Organismal Systems,Nervous system
-0.053583282,0.067776004,0.429181117,0.46031968,Bacteria,Bacteroidetes,ko00903,Limonene and pinene degradation,Metabolism,Metabolism of terpenoids and polyketides
-0.053583282,0.067776004,0.429181117,0.46031968,Bacteria,Bacteroidetes,ko00981,Insect hormone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-0.133750221,0.081689797,0.10156904,0.117105296,Bacteria,Actinobacteria,ko05219,Bladder cancer,Human Diseases,Cancer: specific types
-1.051180279,0.060127661,1.95e-68,1.35e-67,Archaea,Euryarchaeota,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
-0.623790035,0.061096357,1.79e-24,5.57e-24,Archaea,Euryarchaeota,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
-0.852980067,0.069576517,1.49e-34,5.8e-34,Archaea,Euryarchaeota,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
-0.335532805,0.053275037,3.01e-10,5.83e-10,Archaea,Euryarchaeota,ko00360,Phenylalanine metabolism,Metabolism,Amino acid metabolism
-0.652887925,0.055955097,1.86e-31,6.7e-31,Archaea,Euryarchaeota,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
-0.675371264,0.074019474,7.22e-20,1.95e-19,Archaea,Euryarchaeota,ko00401,Novobiocin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.774306847,0.071655462,3.23e-27,1.06e-26,Archaea,Euryarchaeota,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.675371264,0.074019474,7.22e-20,1.95e-19,Archaea,Euryarchaeota,ko00960,"Tropane, piperidine and pyridine alkaloid biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-0.789798319,0.043529857,1.44e-73,1.08e-72,Archaea,Euryarchaeota,ko01210,2-Oxocarboxylic acid metabolism,Metabolism,Global and overview maps
-0.298450614,0.051767632,8.16e-09,1.46e-08,Bacteria,Synergistetes,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
1.474905697,0.17283751,1.42e-17,3.59e-17,Bacteria,Tenericutes,ko02026,Biofilm formation - Escherichia coli,Cellular Processes,Cellular community - prokaryotes
-1.107354798,0.084012514,1.13e-39,4.84e-39,Bacteria,Synergistetes,ko00500,Starch and sucrose metabolism,Metabolism,Carbohydrate metabolism
-1.359559908,0.117072027,3.54e-31,1.27e-30,Bacteria,Synergistetes,ko02026,Biofilm formation - Escherichia coli,Cellular Processes,Cellular community - prokaryotes
-0.64830692,0.077421313,5.58e-17,1.38e-16,Bacteria,Synergistetes,ko00030,Pentose phosphate pathway,Metabolism,Carbohydrate metabolism
1.078377461,0.150413842,7.53e-13,1.6e-12,Bacteria,Tenericutes,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
-0.213743186,0.082347327,0.00944177,0.011884789,Bacteria,Firmicutes,ko04310,Wnt signaling pathway,Environmental Information Processing,Signal transduction
-0.207961459,0.082204206,0.011412259,0.014277697,Bacteria,Firmicutes,ko04330,Notch signaling pathway,Environmental Information Processing,Signal transduction
-0.219679774,0.082275253,0.007583794,0.009584025,Bacteria,Firmicutes,ko05220,Chronic myeloid leukemia,Human Diseases,Cancer: specific types
-0.417155458,0.051815945,8.23e-16,1.95e-15,Bacteria,Spirochaetes,ko04212,Longevity regulating pathway - worm,Organismal Systems,Aging
-0.470683703,0.061834066,2.7e-14,5.98e-14,Bacteria,Spirochaetes,ko04940,Type I diabetes mellitus,Human Diseases,Endocrine and metabolic disease
-0.403926397,0.051536038,4.59e-15,1.05e-14,Bacteria,Spirochaetes,ko05152,Tuberculosis,Human Diseases,Infectious disease: bacterial
0.548691461,0.072712383,4.49e-14,9.88e-14,Bacteria,Fusobacteria,ko00051,Fructose and mannose metabolism,Metabolism,Carbohydrate metabolism
0.194403676,0.05498579,0.000406965,0.00056981,Bacteria,Fibrobacteres,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
0.085861985,0.067223372,0.201509101,0.224987035,Bacteria,Fibrobacteres,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
0.408901305,0.07617994,7.98e-08,1.37e-07,Bacteria,Fibrobacteres,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
-0.050121682,0.048912199,0.305491718,0.335004431,Bacteria,Fibrobacteres,ko01120,Microbial metabolism in diverse environments,Metabolism,Global and overview maps
-0.137049751,0.045642038,0.002675883,0.003511981,Bacteria,Fibrobacteres,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
0.268125454,0.062736015,1.92e-05,2.89e-05,Bacteria,Fibrobacteres,ko02020,Two-component system,Environmental Information Processing,Signal transduction
0.18691857,0.062173464,0.002643572,0.003471964,Bacteria,Fibrobacteres,ko04217,Necroptosis,Cellular Processes,Cell growth and death
0.408901305,0.07617994,7.98e-08,1.37e-07,Bacteria,Fibrobacteres,ko04724,Glutamatergic synapse,Organismal Systems,Nervous system
0.408901305,0.07617994,7.98e-08,1.37e-07,Bacteria,Fibrobacteres,ko04727,GABAergic synapse,Organismal Systems,Nervous system
-0.023294984,0.071350206,0.744055187,0.766151858,Bacteria,Fusobacteria,ko04122,Sulfur relay system,Genetic Information Processing,"Folding, sorting and degradation"
-0.033404876,0.128244257,0.794494669,0.812177186,Bacteria,Candidatus Saccharibacteria,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
-0.2687114,0.093690378,0.004129725,0.005361052,Bacteria,Candidatus Saccharibacteria,ko05111,Biofilm formation - Vibrio cholerae,Cellular Processes,Cellular community - prokaryotes
-1.025040453,0.0947438,2.8e-27,9.22e-27,Archaea,Euryarchaeota,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
-0.337015892,0.098237181,0.000602171,0.000836373,Archaea,Euryarchaeota,ko00730,Thiamine metabolism,Metabolism,Metabolism of cofactors and vitamins
-1.153906033,0.098616787,1.26e-31,4.58e-31,Bacteria,Deferribacteres,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
-1.25526541,0.138380001,1.18e-19,3.15e-19,Bacteria,Deferribacteres,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
0.0038421,0.082742634,0.96296406,0.969061986,Bacteria,Spirochaetes,ko03420,Nucleotide excision repair,Genetic Information Processing,Replication and repair
0.178629484,0.095528088,0.061495507,0.072546798,Bacteria,Spirochaetes,ko03430,Mismatch repair,Genetic Information Processing,Replication and repair
-0.151934994,0.044425955,0.000626303,0.000868626,Bacteria,Fibrobacteres,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
-0.132476309,0.045436779,0.003549844,0.004633506,Bacteria,Fibrobacteres,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
-0.206940232,0.04975685,3.2e-05,4.75e-05,Bacteria,Fusobacteria,ko04213,Longevity regulating pathway - multiple species,Organismal Systems,Aging
-0.474880028,0.046333816,1.19e-24,3.73e-24,Bacteria,Fusobacteria,ko05134,Legionellosis,Human Diseases,Infectious disease: bacterial
0.200660774,0.061805797,0.001167787,0.001568288,Bacteria,Actinobacteria,ko00510,N-Glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
-0.12117944,0.093946037,0.197091123,0.220700395,Bacteria,Tenericutes,ko04066,HIF-1 signaling pathway,Environmental Information Processing,Signal transduction
0.044005275,0.118897852,0.71130059,0.736001207,Bacteria,Tenericutes,ko05010,Alzheimer disease,Human Diseases,Neurodegenerative disease
-0.727756615,0.079951289,8.83e-20,2.38e-19,Bacteria,Actinobacteria,ko04934,Cushing syndrome,Human Diseases,Endocrine and metabolic disease
-0.727756615,0.079951289,8.83e-20,2.38e-19,Bacteria,Actinobacteria,ko05211,Renal cell carcinoma,Human Diseases,Cancer: specific types
0.234864871,0.104061332,0.024009009,0.029274412,Bacteria,Spirochaetes,ko04112,Cell cycle - Caulobacter,Cellular Processes,Cell growth and death
-1.79993639,0.090759,1.58e-87,1.53e-86,Bacteria,Proteobacteria,ko04216,Ferroptosis,Cellular Processes,Cell growth and death
-2.078116518,0.108144783,2.72e-82,2.47e-81,Bacteria,Proteobacteria,ko04714,Thermogenesis,Organismal Systems,Environmental adaptation
-1.805317989,0.09402468,3.67e-82,3.3e-81,Bacteria,Proteobacteria,ko04920,Adipocytokine signaling pathway,Organismal Systems,Endocrine system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04022,cGMP-PKG signaling pathway,Environmental Information Processing,Signal transduction
-0.952784911,0.108124656,1.23e-18,3.19e-18,Bacteria,Actinobacteria,ko04024,cAMP signaling pathway,Environmental Information Processing,Signal transduction
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04261,Adrenergic signaling in cardiomyocytes,Organismal Systems,Circulatory system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04911,Insulin secretion,Organismal Systems,Endocrine system
-0.323647045,0.085972427,0.000166853,0.000238165,Bacteria,Actinobacteria,ko04918,Thyroid hormone synthesis,Organismal Systems,Endocrine system
-0.923627686,0.122560712,4.84e-14,1.07e-13,Bacteria,Actinobacteria,ko04919,Thyroid hormone signaling pathway,Organismal Systems,Endocrine system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04925,Aldosterone synthesis and secretion,Organismal Systems,Endocrine system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04960,Aldosterone-regulated sodium reabsorption,Organismal Systems,Excretory system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04961,Endocrine and other factor-regulated calcium reabsorption,Organismal Systems,Excretory system
-0.513765018,0.053207477,4.64e-22,1.32e-21,Bacteria,Actinobacteria,ko04964,Proximal tubule bicarbonate reclamation,Organismal Systems,Excretory system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04970,Salivary secretion,Organismal Systems,Digestive system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04971,Gastric acid secretion,Organismal Systems,Digestive system
-0.747208615,0.126304809,3.3e-09,6.06e-09,Bacteria,Actinobacteria,ko04972,Pancreatic secretion,Organismal Systems,Digestive system
-0.788241667,0.118133947,2.52e-11,5.03e-11,Bacteria,Actinobacteria,ko04976,Bile secretion,Organismal Systems,Digestive system
-0.340540965,0.065204222,1.76e-07,2.99e-07,Bacteria,Candidatus Saccharibacteria,ko03030,DNA replication,Genetic Information Processing,Replication and repair
-0.155631787,0.098015257,0.112324273,0.128804804,Bacteria,Candidatus Saccharibacteria,ko04112,Cell cycle - Caulobacter,Cellular Processes,Cell growth and death
-0.662384365,0.106516571,5.02e-10,9.62e-10,Bacteria,Fibrobacteres,ko00521,Streptomycin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.2053535,0.078070032,0.00852906,0.010757221,Bacteria,Spirochaetes,ko03030,DNA replication,Genetic Information Processing,Replication and repair
0.222181878,0.078996523,0.004914998,0.006333041,Bacteria,Spirochaetes,ko03440,Homologous recombination,Genetic Information Processing,Replication and repair
-1.19864726,0.106936764,3.69e-29,1.25e-28,Bacteria,Proteobacteria,ko00333,Prodigiosin biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.388422794,0.078377288,7.2e-07,1.18e-06,Bacteria,Spirochaetes,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
0.209012878,0.065647961,0.001453332,0.001935408,Bacteria,Spirochaetes,ko00260,"Glycine, serine and threonine metabolism",Metabolism,Amino acid metabolism
-0.087825853,0.084622625,0.299338454,0.328823981,Bacteria,Spirochaetes,ko00261,Monobactam biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.013792426,0.065439374,0.833069497,0.849098627,Bacteria,Spirochaetes,ko04066,HIF-1 signaling pathway,Environmental Information Processing,Signal transduction
0.051871022,0.087340755,0.552583996,0.584133969,Bacteria,Spirochaetes,ko05010,Alzheimer disease,Human Diseases,Neurodegenerative disease
-2.294639937,0.141265885,2.49e-59,1.41e-58,Bacteria,Proteobacteria,ko00281,Geraniol degradation,Metabolism,Metabolism of terpenoids and polyketides
-1.679047806,0.138613109,8.99e-34,3.45e-33,Bacteria,Proteobacteria,ko00622,Xylene degradation,Metabolism,Xenobiotics biodegradation and metabolism
1.936306276,0.102355265,8.18e-80,6.94e-79,Bacteria,Firmicutes,ko00514,Other types of O-glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
-1.279119242,0.102551183,1.05e-35,4.18e-35,Bacteria,Proteobacteria,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.620894215,0.098739312,3.21e-10,6.2e-10,Bacteria,Proteobacteria,ko00510,N-Glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
1.039893964,0.144922167,7.2e-13,1.54e-12,Bacteria,Spirochaetes,ko00564,Glycerophospholipid metabolism,Metabolism,Lipid metabolism
-1.051658773,0.074042028,8.71e-46,4.07e-45,Bacteria,Proteobacteria,ko00791,Atrazine degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.132236218,0.071696141,0.065125159,0.07647394,Bacteria,Fusobacteria,ko00562,Inositol phosphate metabolism,Metabolism,Carbohydrate metabolism
0.990922764,0.168613833,4.18e-09,7.65e-09,Bacteria,Tenericutes,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
0.799784985,0.161307437,7.12e-07,1.17e-06,Bacteria,Tenericutes,ko00240,Pyrimidine metabolism,Metabolism,Nucleotide metabolism
0.798807123,0.197269333,5.14e-05,7.58e-05,Bacteria,Tenericutes,ko03020,RNA polymerase,Genetic Information Processing,Transcription
0.125571264,0.07470059,0.092764024,0.107538599,Bacteria,Fusobacteria,ko00040,Pentose and glucuronate interconversions,Metabolism,Carbohydrate metabolism
0.388485027,0.090081612,1.61e-05,2.43e-05,Bacteria,Spirochaetes,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
1.185215399,0.140135501,2.73e-17,6.84e-17,Bacteria,Fusobacteria,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.837275414,0.046788232,1.29e-71,9.46e-71,Bacteria,Spirochaetes,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
0.61975612,0.057803961,8.05e-27,2.62e-26,Bacteria,Bacteroidetes,ko00980,Metabolism of xenobiotics by cytochrome P450,Metabolism,Xenobiotics biodegradation and metabolism
-0.020570821,0.08744515,0.814020479,0.831015553,Bacteria,Fibrobacteres,ko02024,Quorum sensing,Cellular Processes,Cellular community - prokaryotes
0.690681161,0.174135152,7.3e-05,0.00010616,Bacteria,Tenericutes,ko00860,Porphyrin and chlorophyll metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.001440503,0.059715569,0.980754713,0.981784377,Bacteria,Candidatus Saccharibacteria,ko00240,Pyrimidine metabolism,Metabolism,Nucleotide metabolism
-0.09245132,0.060324324,0.125381546,0.143175214,Bacteria,Candidatus Saccharibacteria,ko01100,Metabolic pathways Major,Metabolism,Global and overview maps
0.423829678,0.089861427,2.4e-06,3.83e-06,Bacteria,Spirochaetes,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
0.13939703,0.054509742,0.010549227,0.013252554,Bacteria,Fusobacteria,ko04922,Glucagon signaling pathway,Organismal Systems,Endocrine system
-0.050493198,0.065139054,0.438245042,0.468460367,Bacteria,Fusobacteria,ko04930,Type II diabetes mellitus,Human Diseases,Endocrine and metabolic disease
-0.050493198,0.065139054,0.438245042,0.468460367,Bacteria,Fusobacteria,ko05165,Human papillomavirus infection,Human Diseases,Infectious disease: viral
-0.050493198,0.065139054,0.438245042,0.468460367,Bacteria,Fusobacteria,ko05203,Viral carcinogenesis,Human Diseases,Cancer: overview
0.147467654,0.06584166,0.025108345,0.030556231,Bacteria,Fusobacteria,ko05230,Central carbon metabolism in cancer,Human Diseases,Cancer: overview
0.358486972,0.089920864,6.7e-05,9.79e-05,Bacteria,Bacteroidetes,ko00941,Flavonoid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.358486972,0.089920864,6.7e-05,9.79e-05,Bacteria,Bacteroidetes,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-0.083682315,0.126255136,0.50745657,0.538220066,Bacteria,Fusobacteria,ko05010,Alzheimer disease,Human Diseases,Neurodegenerative disease
-0.226236141,0.048297686,2.81e-06,4.44e-06,Bacteria,Synergistetes,ko00010,Glycolysis / Gluconeogenesis,Metabolism,Carbohydrate metabolism
-0.051884024,0.129637595,0.688991841,0.714080131,Bacteria,Synergistetes,ko04066,HIF-1 signaling pathway,Environmental Information Processing,Signal transduction
-0.319819169,0.110011859,0.003647574,0.004757814,Archaea,Euryarchaeota,ko00430,Taurine and hypotaurine metabolism,Metabolism,Metabolism of other amino acids
