log2FoldChange,lfcSE,pvalue,padj,Domain,Phylum,KEGG_pathway,KEGG_Pathway_Name,Level1,Level2
1.339024891,0.065624655,1.53e-92,1.65e-91,Bacteria,Firmicutes,ko05231,Choline metabolism in cancer,Human Diseases,Cancer: overview
0.303666267,0.050996096,2.61e-09,4.85e-09,Bacteria,Bacteroidetes,ko00440,Phosphonate and phosphinate metabolism,Metabolism,Metabolism of other amino acids
1.51382548,0.080189308,1.73e-79,1.46e-78,Bacteria,Bacteroidetes,ko05231,Choline metabolism in cancer,Human Diseases,Cancer: overview
-0.324922167,0.058707773,3.12e-08,5.46e-08,Bacteria,Actinobacteria,ko03320,PPAR signaling pathway,Organismal Systems,Endocrine system
-0.031331322,0.041182335,0.446779414,0.477315598,Bacteria,Actinobacteria,ko04626,Plant-pathogen interaction,Organismal Systems,Environmental adaptation
0.879274381,0.037554245,3.12e-121,6.83e-120,Bacteria,Firmicutes,ko00195,Photosynthesis,Metabolism,Energy metabolism
-0.48643335,0.046982954,4.04e-25,1.28e-24,Bacteria,Proteobacteria,ko00052,Galactose metabolism,Metabolism,Carbohydrate metabolism
0.55451434,0.077634473,9.16e-13,1.93e-12,Bacteria,Bacteroidetes,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
1.953187723,0.11007119,1.89e-70,1.34e-69,Bacteria,Firmicutes,ko05133,Pertussis,Human Diseases,Infectious disease: bacterial
1.290928654,0.088383354,2.57e-48,1.24e-47,Bacteria,Firmicutes,ko00472,D-Arginine and D-ornithine metabolism,Metabolism,Metabolism of other amino acids
0.074987968,0.062887643,0.233099812,0.258894201,Bacteria,Actinobacteria,ko00983,Drug metabolism - other enzymes,Metabolism,Xenobiotics biodegradation and metabolism
0.987543398,0.042039872,5.08e-122,1.15e-120,Bacteria,Firmicutes,ko04070,Phosphatidylinositol signaling system,Environmental Information Processing,Signal transduction
0.770005497,0.06696288,1.33e-30,4.72e-30,Bacteria,Bacteroidetes,ko00040,Pentose and glucuronate interconversions,Metabolism,Carbohydrate metabolism
0.655720389,0.03810613,2.32e-66,1.55e-65,Bacteria,Bacteroidetes,ko00053,Ascorbate and aldarate metabolism,Metabolism,Carbohydrate metabolism
0.59974092,0.073261576,2.69e-16,6.49e-16,Bacteria,Bacteroidetes,ko00480,Glutathione metabolism,Metabolism,Metabolism of other amino acids
0.812088237,0.082979216,1.28e-22,3.72e-22,Bacteria,Firmicutes,ko00510,N-Glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
0.921962205,0.09442534,1.61e-22,4.63e-22,Bacteria,Bacteroidetes,ko00600,Sphingolipid metabolism,Metabolism,Lipid metabolism
0.53903927,0.030007344,3.76e-72,2.78e-71,Bacteria,Firmicutes,ko04146,Peroxisome,Cellular Processes,Transport and catabolism
0.671594176,0.038918212,9.99e-67,6.73e-66,Bacteria,Firmicutes,ko04216,Ferroptosis,Cellular Processes,Cell growth and death
0.630319688,0.03327696,5.18e-80,4.43e-79,Bacteria,Firmicutes,ko04714,Thermogenesis,Organismal Systems,Environmental adaptation
0.500312171,0.025053057,1e-88,1e-87,Bacteria,Firmicutes,ko04920,Adipocytokine signaling pathway,Organismal Systems,Endocrine system
-0.402879226,0.076632218,1.46e-07,2.49e-07,Bacteria,Fusobacteria,ko00480,Glutathione metabolism,Metabolism,Metabolism of other amino acids
-0.310493751,0.069975825,9.12e-06,1.38e-05,Bacteria,Actinobacteria,ko04146,Peroxisome,Cellular Processes,Transport and catabolism
-0.15155566,0.070152082,0.030742708,0.037152309,Bacteria,Actinobacteria,ko04216,Ferroptosis,Cellular Processes,Cell growth and death
-0.251806236,0.06875202,0.000249738,0.000352778,Bacteria,Actinobacteria,ko04714,Thermogenesis,Organismal Systems,Environmental adaptation
-0.289423968,0.063216491,4.69e-06,7.26e-06,Bacteria,Actinobacteria,ko04920,Adipocytokine signaling pathway,Organismal Systems,Endocrine system
0.20915863,0.080086942,0.009010787,0.011357284,Bacteria,Bacteroidetes,ko00471,D-Glutamine and D-glutamate metabolism,Metabolism,Metabolism of other amino acids
0.413830571,0.098347324,2.58e-05,3.85e-05,Bacteria,Bacteroidetes,ko01502,Vancomycin resistance,Human Diseases,Drug resistance: antimicrobial
1.129897207,0.07749291,3.73e-48,1.8e-47,Bacteria,Bacteroidetes,ko00860,Porphyrin and chlorophyll metabolism,Metabolism,Metabolism of cofactors and vitamins
-0.403238806,0.052485498,1.56e-14,3.48e-14,Bacteria,Fusobacteria,ko04212,Longevity regulating pathway - worm,Organismal Systems,Aging
-0.702881564,0.086612731,4.85e-16,1.16e-15,Bacteria,Proteobacteria,ko00511,Other glycan degradation,Metabolism,Glycan biosynthesis and metabolism
-1.536223289,0.070752771,1.56e-104,2.26e-103,Bacteria,Proteobacteria,ko00600,Sphingolipid metabolism,Metabolism,Lipid metabolism
-0.51566808,0.128833901,6.27e-05,9.18e-05,Bacteria,Actinobacteria,ko04214,Apoptosis - fly,Cellular Processes,Cell growth and death
0.064763979,0.060055763,0.28085644,0.309591463,Bacteria,Firmicutes,ko04214,Apoptosis - fly,Cellular Processes,Cell growth and death
-1.785224988,0.100454,1.17e-70,8.41e-70,Bacteria,Proteobacteria,ko04214,Apoptosis - fly,Cellular Processes,Cell growth and death
0.464973182,0.061867212,5.66e-14,1.24e-13,Bacteria,Actinobacteria,ko02025,Biofilm formation - Pseudomonas aeruginosa,Cellular Processes,Cellular community - prokaryotes
0.613330813,0.051098179,3.43e-33,1.29e-32,Bacteria,Firmicutes,ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism,Metabolism of cofactors and vitamins
0.260504787,0.064558192,5.46e-05,8.05e-05,Bacteria,Bacteroidetes,ko00290,"Valine, leucine and isoleucine biosynthesis",Metabolism,Amino acid metabolism
0.276965188,0.038844781,1e-12,2.11e-12,Bacteria,Bacteroidetes,ko04213,Longevity regulating pathway - multiple species,Organismal Systems,Aging
0.629059176,0.06054792,2.77e-25,8.77e-25,Bacteria,Bacteroidetes,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
-1.387561481,0.05915921,1.18e-121,2.66e-120,Bacteria,Proteobacteria,ko00240,Pyrimidine metabolism,Metabolism,Nucleotide metabolism
0.184743302,0.063849007,0.003810465,0.004960107,Bacteria,Fusobacteria,ko00240,Pyrimidine metabolism,Metabolism,Nucleotide metabolism
-0.023513037,0.076864553,0.7596791,0.779713694,Bacteria,Fusobacteria,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
-0.102721081,0.077196309,0.183305002,0.205988591,Bacteria,Fusobacteria,ko00410,beta-Alanine metabolism,Metabolism,Metabolism of other amino acids
-0.059828563,0.080741066,0.458697695,0.488679612,Bacteria,Fusobacteria,ko00740,Riboflavin metabolism,Metabolism,Metabolism of cofactors and vitamins
0.080181474,0.076225636,0.292847073,0.321878598,Bacteria,Fusobacteria,ko00770,Pantothenate and CoA biosynthesis,Metabolism,Metabolism of cofactors and vitamins
0.348308038,0.067619823,2.59e-07,4.33e-07,Bacteria,Fusobacteria,ko00900,Terpenoid backbone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
0.171145031,0.052505963,0.00111595,0.001503969,Bacteria,Fusobacteria,ko01110,Biosynthesis of secondary metabolites,Metabolism,Global and overview maps
0.210625341,0.049726725,2.28e-05,3.41e-05,Bacteria,Fusobacteria,ko01130,Biosynthesis of antibiotics,Metabolism,Global and overview maps
0.283989203,0.051018956,2.6e-08,4.56e-08,Bacteria,Fusobacteria,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
0.026260881,0.056932499,0.644609607,0.675052455,Bacteria,Fusobacteria,ko03010,Ribosome,Genetic Information Processing,Translation
0.447852475,0.064834508,4.93e-12,1.01e-11,Bacteria,Bacteroidetes,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
0.021392901,0.061809257,0.729258842,0.751727899,Bacteria,Bacteroidetes,ko00660,C5-Branched dibasic acid metabolism,Metabolism,Carbohydrate metabolism
0.345820805,0.048254792,7.69e-13,1.63e-12,Bacteria,Bacteroidetes,ko04931,Insulin resistance,Human Diseases,Endocrine and metabolic disease
-0.114894368,0.050851265,0.023857268,0.029108004,Bacteria,Actinobacteria,ko00332,Carbapenem biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-1.551506922,0.071748968,1.07e-103,1.49e-102,Bacteria,Proteobacteria,ko00790,Folate biosynthesis,Metabolism,Metabolism of cofactors and vitamins
-1.280748974,0.068420812,3.49e-78,2.83e-77,Bacteria,Proteobacteria,ko04122,Sulfur relay system,Genetic Information Processing,"Folding, sorting and degradation"
-0.294669281,0.075266032,9.04e-05,0.000130686,Bacteria,Actinobacteria,ko00966,Glucosinolate biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
1.446600279,0.088449704,4e-60,2.32e-59,Bacteria,Bacteroidetes,ko00362,Benzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.721694286,0.047694937,1e-51,5.13e-51,Bacteria,Spirochaetes,ko02010,ABC transporters,Environmental Information Processing,Membrane transport
-1.769086403,0.074759059,8.5e-124,2.11e-122,Bacteria,Proteobacteria,ko00020,Citrate cycle (TCA cycle),Metabolism,Carbohydrate metabolism
-1.47781846,0.056970161,2.34e-148,1.28e-146,Bacteria,Proteobacteria,ko00620,Pyruvate metabolism,Metabolism,Carbohydrate metabolism
-1.467132883,0.058945536,9.63e-137,3.67e-135,Bacteria,Proteobacteria,ko00720,Carbon fixation pathways in prokaryotes,Metabolism,Energy metabolism
0.829151734,0.126387063,5.37e-11,1.06e-10,Bacteria,Actinobacteria,ko04113,Meiosis - yeast,Cellular Processes,Cell growth and death
-0.226762574,0.049459426,4.54e-06,7.05e-06,Bacteria,Actinobacteria,ko00920,Sulfur metabolism,Metabolism,Energy metabolism
2.557207232,0.162961777,1.71e-55,9.1e-55,Bacteria,Firmicutes,ko00941,Flavonoid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
2.557207232,0.162961777,1.71e-55,9.1e-55,Bacteria,Firmicutes,ko00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis",Metabolism,Biosynthesis of other secondary metabolites
-1.633215248,0.060299444,1.48e-161,9.71e-160,Bacteria,Proteobacteria,ko00250,"Alanine, aspartate and glutamate metabolism",Metabolism,Amino acid metabolism
-1.864503034,0.107433647,1.81e-67,1.23e-66,Bacteria,Proteobacteria,ko00310,Lysine degradation,Metabolism,Amino acid metabolism
-1.164722784,0.070086397,5.13e-62,3.13e-61,Bacteria,Proteobacteria,ko00350,Tyrosine metabolism,Metabolism,Amino acid metabolism
-1.349236561,0.055537494,2.26e-130,6.73e-129,Bacteria,Proteobacteria,ko00650,Butanoate metabolism,Metabolism,Carbohydrate metabolism
-1.376001439,0.073390555,1.97e-78,1.61e-77,Bacteria,Proteobacteria,ko00760,Nicotinate and nicotinamide metabolism,Metabolism,Metabolism of cofactors and vitamins
1.770510434,0.107006114,1.71e-61,1.02e-60,Bacteria,Actinobacteria,ko04917,Prolactin signaling pathway,Organismal Systems,Endocrine system
0.460752842,0.051518133,3.77e-19,9.9e-19,Bacteria,Firmicutes,ko00627,Aminobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.119943425,0.047253914,0.011140044,0.013957992,Bacteria,Firmicutes,ko00643,Styrene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.959336524,0.112013725,1.65e-68,1.15e-67,Bacteria,Proteobacteria,ko00380,Tryptophan metabolism,Metabolism,Amino acid metabolism
-1.290726846,0.055953137,9.71e-118,1.97e-116,Bacteria,Proteobacteria,ko00460,Cyanoamino acid metabolism,Metabolism,Metabolism of other amino acids
-1.946566897,0.089306286,2.5e-105,3.7e-104,Bacteria,Proteobacteria,ko00627,Aminobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.626530778,0.086402166,4.7e-79,3.93e-78,Bacteria,Proteobacteria,ko00643,Styrene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-2.14329276,0.083489525,2.44e-145,1.19e-143,Bacteria,Proteobacteria,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
0.911154402,0.104608161,3.03e-18,7.82e-18,Bacteria,Bacteroidetes,ko00513,Various types of N-glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
0.821897076,0.085740027,9.16e-22,2.59e-21,Bacteria,Bacteroidetes,ko00531,Glycosaminoglycan degradation,Metabolism,Glycan biosynthesis and metabolism
0.997257612,0.098665077,5.12e-24,1.57e-23,Bacteria,Bacteroidetes,ko00603,Glycosphingolipid biosynthesis - globo and isoglobo series,Metabolism,Glycan biosynthesis and metabolism
0.913294837,0.10354263,1.14e-18,2.96e-18,Bacteria,Bacteroidetes,ko00604,Glycosphingolipid biosynthesis - ganglio series,Metabolism,Glycan biosynthesis and metabolism
0.876761136,0.092622805,2.91e-21,8.15e-21,Bacteria,Bacteroidetes,ko04142,Lysosome,Cellular Processes,Transport and catabolism
0.903887439,0.072766867,1.99e-35,7.9e-35,Bacteria,Bacteroidetes,ko04216,Ferroptosis,Cellular Processes,Cell growth and death
-0.23026318,0.092345982,0.012649648,0.015766587,Bacteria,Actinobacteria,ko00480,Glutathione metabolism,Metabolism,Metabolism of other amino acids
-0.188516193,0.068060428,0.00560846,0.007149287,Bacteria,Fusobacteria,ko02024,Quorum sensing,Cellular Processes,Cellular community - prokaryotes
-0.278826305,0.061326171,5.45e-06,8.42e-06,Bacteria,Fusobacteria,ko03060,Protein export,Genetic Information Processing,"Folding, sorting and degradation"
-0.335611912,0.059764116,1.96e-08,3.46e-08,Bacteria,Fusobacteria,ko03070,Bacterial secretion system,Environmental Information Processing,Membrane transport
0.610342969,0.048461444,2.27e-36,9.16e-36,Bacteria,Firmicutes,ko05340,Primary immunodeficiency,Human Diseases,Immune disease
2.052836705,0.070757936,4.63e-185,9.81e-183,Bacteria,Firmicutes,ko04113,Meiosis - yeast,Cellular Processes,Cell growth and death
-0.005251494,0.096907532,0.956783169,0.963350318,Bacteria,Actinobacteria,ko05340,Primary immunodeficiency,Human Diseases,Immune disease
2.997688098,0.14552773,2.82e-94,3.16e-93,Bacteria,Firmicutes,ko00513,Various types of N-glycan biosynthesis,Metabolism,Glycan biosynthesis and metabolism
2.997688098,0.14552773,2.82e-94,3.16e-93,Bacteria,Firmicutes,ko00604,Glycosphingolipid biosynthesis - ganglio series,Metabolism,Glycan biosynthesis and metabolism
-1.634901599,0.065626607,5.49e-137,2.18e-135,Bacteria,Proteobacteria,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
-1.429952151,0.062555633,1.19e-115,2.25e-114,Bacteria,Proteobacteria,ko00640,Propanoate metabolism,Metabolism,Carbohydrate metabolism
-1.490391651,0.064656166,1.44e-117,2.85e-116,Bacteria,Proteobacteria,ko01210,2-Oxocarboxylic acid metabolism,Metabolism,Global and overview maps
-1.363631054,0.054933059,5e-136,1.8e-134,Bacteria,Proteobacteria,ko01230,Biosynthesis of amino acids,Metabolism,Global and overview maps
0.573138449,0.066100367,4.29e-18,1.1e-17,Bacteria,Bacteroidetes,ko05418,Fluid shear stress and atherosclerosis,Human Diseases,Cardiovascular disease
1.914857993,0.083048001,1.24e-117,2.5e-116,Bacteria,Firmicutes,ko01059,Biosynthesis of enediyne antibiotics,Metabolism,Metabolism of terpenoids and polyketides
-0.082568764,0.050224461,0.100177227,0.115710461,Bacteria,Firmicutes,ko04068,FoxO signaling pathway,Environmental Information Processing,Signal transduction
0.591083322,0.046428509,3.97e-37,1.64e-36,Bacteria,Firmicutes,ko00950,Isoquinoline alkaloid biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-0.20430508,0.050876909,5.93e-05,8.7e-05,Bacteria,Bacteroidetes,ko00785,Lipoic acid metabolism,Metabolism,Metabolism of cofactors and vitamins
0.742932555,0.104809767,1.36e-12,2.84e-12,Bacteria,Firmicutes,ko00633,Nitrotoluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.27503497,0.065687622,6.28e-84,5.79e-83,Bacteria,Proteobacteria,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
1.765260888,0.117235261,3.09e-51,1.56e-50,Bacteria,Actinobacteria,ko00120,Primary bile acid biosynthesis,Metabolism,Lipid metabolism
4.42958621,0.209904266,7.48e-99,9.64e-98,Bacteria,Actinobacteria,ko00121,Secondary bile acid biosynthesis,Metabolism,Lipid metabolism
2.720921936,0.146719603,8.94e-77,6.96e-76,Bacteria,Bacteroidetes,ko03450,Non-homologous end-joining,Genetic Information Processing,Replication and repair
-1.416869164,0.060029712,3.61e-123,8.82e-122,Bacteria,Proteobacteria,ko00230,Purine metabolism,Metabolism,Nucleotide metabolism
-1.338931136,0.081406627,8.75e-61,5.13e-60,Bacteria,Proteobacteria,ko04016,MAPK signaling pathway - plant,Environmental Information Processing,Signal transduction
0.159722451,0.053901098,0.003044088,0.003987003,Bacteria,Bacteroidetes,ko00340,Histidine metabolism,Metabolism,Amino acid metabolism
0.914905801,0.077300953,2.55e-32,9.51e-32,Bacteria,Fusobacteria,ko00630,Glyoxylate and dicarboxylate metabolism,Metabolism,Carbohydrate metabolism
0.860669788,0.133771198,1.24e-10,2.43e-10,Bacteria,Fusobacteria,ko00660,C5-Branched dibasic acid metabolism,Metabolism,Carbohydrate metabolism
0.227987648,0.047605032,1.67e-06,2.7e-06,Bacteria,Fusobacteria,ko01200,Carbon metabolism,Metabolism,Global and overview maps
0.247957932,0.052820371,2.67e-06,4.25e-06,Bacteria,Firmicutes,ko00072,Synthesis and degradation of ketone bodies,Metabolism,Lipid metabolism
-1.725733819,0.078301957,1.21e-107,1.92e-106,Bacteria,Proteobacteria,ko00190,Oxidative phosphorylation,Metabolism,Energy metabolism
0.197440095,0.041102017,1.56e-06,2.52e-06,Bacteria,Bacteroidetes,ko00450,Selenocompound metabolism,Metabolism,Metabolism of other amino acids
-1.235002124,0.052562664,4.5e-122,1.03e-120,Bacteria,Proteobacteria,ko00270,Cysteine and methionine metabolism,Metabolism,Amino acid metabolism
-1.443120495,0.051722305,2.57e-171,2.72e-169,Bacteria,Proteobacteria,ko00450,Selenocompound metabolism,Metabolism,Metabolism of other amino acids
-1.406468215,0.054845139,4.89e-145,2.33e-143,Bacteria,Proteobacteria,ko00670,One carbon pool by folate,Metabolism,Metabolism of cofactors and vitamins
0.537445725,0.038609427,4.78e-44,2.15e-43,Bacteria,Spirochaetes,ko00220,Arginine biosynthesis,Metabolism,Amino acid metabolism
0.413282457,0.043852534,4.33e-21,1.2e-20,Bacteria,Spirochaetes,ko00250,"Alanine, aspartate and glutamate metabolism",Metabolism,Amino acid metabolism
0.625066633,0.046618176,5.41e-41,2.36e-40,Bacteria,Spirochaetes,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
-1.234123253,0.076577197,1.97e-58,1.09e-57,Bacteria,Proteobacteria,ko00471,D-Glutamine and D-glutamate metabolism,Metabolism,Metabolism of other amino acids
-1.502280169,0.060861632,1.61e-134,5.68e-133,Bacteria,Proteobacteria,ko04217,Necroptosis,Cellular Processes,Cell growth and death
-0.394406355,0.099587935,7.48e-05,0.000108765,Bacteria,Proteobacteria,ko04964,Proximal tubule bicarbonate reclamation,Organismal Systems,Excretory system
0.969020124,0.052092455,3.1e-77,2.42e-76,Bacteria,Firmicutes,ko05206,MicroRNAs in cancer,Human Diseases,Cancer: overview
-1.342595785,0.068481921,1.4e-85,1.33e-84,Bacteria,Proteobacteria,ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Metabolism,Amino acid metabolism
-1.293546683,0.076383602,2.49e-64,1.63e-63,Bacteria,Proteobacteria,ko00405,Phenazine biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
-1.451485888,0.097379564,3.04e-50,1.52e-49,Bacteria,Proteobacteria,ko02025,Biofilm formation - Pseudomonas aeruginosa,Cellular Processes,Cellular community - prokaryotes
1.137042385,0.099743612,4.2e-30,1.46e-29,Bacteria,Bacteroidetes,ko00364,Fluorobenzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
1.162755528,0.108970913,1.4e-26,4.54e-26,Bacteria,Bacteroidetes,ko00622,Xylene degradation,Metabolism,Xenobiotics biodegradation and metabolism
0.574276985,0.07244381,2.24e-15,5.21e-15,Bacteria,Actinobacteria,ko00361,Chlorocyclohexane and chlorobenzene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.711698233,0.088330287,1.17e-83,1.08e-82,Bacteria,Proteobacteria,ko00071,Fatty acid degradation,Metabolism,Lipid metabolism
-1.100188239,0.084558565,1.06e-38,4.46e-38,Bacteria,Proteobacteria,ko00072,Synthesis and degradation of ketone bodies,Metabolism,Lipid metabolism
-1.895902866,0.106991464,2.93e-70,2.06e-69,Bacteria,Proteobacteria,ko00280,"Valine, leucine and isoleucine degradation",Metabolism,Amino acid metabolism
-1.865237787,0.112058573,3.28e-62,2.01e-61,Bacteria,Proteobacteria,ko00362,Benzoate degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.378181928,0.064130861,1.92e-102,2.6e-101,Bacteria,Proteobacteria,ko00900,Terpenoid backbone biosynthesis,Metabolism,Metabolism of terpenoids and polyketides
-1.701872939,0.077345241,2.66e-107,4.16e-106,Bacteria,Proteobacteria,ko01212,Fatty acid metabolism,Metabolism,Global and overview maps
0.692780186,0.070215245,5.81e-23,1.72e-22,Bacteria,Firmicutes,ko04622,RIG-I-like receptor signaling pathway,Organismal Systems,Immune system
0.73823777,0.100923474,2.58e-13,5.55e-13,Bacteria,Bacteroidetes,ko05150,Staphylococcus aureus infection,Human Diseases,Infectious disease: bacterial
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04022,cGMP-PKG signaling pathway,Environmental Information Processing,Signal transduction
-0.217790592,0.064039226,0.00067166,0.000930178,Bacteria,Firmicutes,ko04024,cAMP signaling pathway,Environmental Information Processing,Signal transduction
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04260,Cardiac muscle contraction,Organismal Systems,Circulatory system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04261,Adrenergic signaling in cardiomyocytes,Organismal Systems,Circulatory system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04911,Insulin secretion,Organismal Systems,Endocrine system
0.07436813,0.063645828,0.24261793,0.268995577,Bacteria,Firmicutes,ko04918,Thyroid hormone synthesis,Organismal Systems,Endocrine system
0.067892188,0.056987298,0.23351366,0.259202881,Bacteria,Firmicutes,ko04919,Thyroid hormone signaling pathway,Organismal Systems,Endocrine system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04925,Aldosterone synthesis and secretion,Organismal Systems,Endocrine system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04960,Aldosterone-regulated sodium reabsorption,Organismal Systems,Excretory system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04961,Endocrine and other factor-regulated calcium reabsorption,Organismal Systems,Excretory system
0.005482355,0.041128195,0.893956764,0.905831854,Bacteria,Firmicutes,ko04964,Proximal tubule bicarbonate reclamation,Organismal Systems,Excretory system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04970,Salivary secretion,Organismal Systems,Digestive system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04971,Gastric acid secretion,Organismal Systems,Digestive system
-0.216220834,0.063981896,0.000726425,0.000996614,Bacteria,Firmicutes,ko04972,Pancreatic secretion,Organismal Systems,Digestive system
0.805129925,0.046211414,5.54e-68,3.82e-67,Bacteria,Firmicutes,ko04973,Carbohydrate digestion and absorption,Organismal Systems,Digestive system
-0.121914604,0.061932309,0.04900895,0.058339617,Bacteria,Firmicutes,ko04974,Protein digestion and absorption,Organismal Systems,Digestive system
-0.118442096,0.065672835,0.071307008,0.083373675,Bacteria,Firmicutes,ko04976,Bile secretion,Organismal Systems,Digestive system
-0.092579966,0.062125349,0.136168393,0.154936232,Bacteria,Firmicutes,ko04978,Mineral absorption,Organismal Systems,Digestive system
0.70614872,0.037593677,1.03e-78,8.47e-78,Bacteria,Firmicutes,ko03008,Ribosome biogenesis in eukaryotes,Genetic Information Processing,Translation
0.771379535,0.04051783,8.26e-81,7.22e-80,Bacteria,Firmicutes,ko05205,Proteoglycans in cancer,Human Diseases,Cancer: overview
-0.519219232,0.162750727,0.001421385,0.001894187,Bacteria,Fusobacteria,ko03008,Ribosome biogenesis in eukaryotes,Genetic Information Processing,Translation
-0.519219232,0.162750727,0.001421385,0.001894187,Bacteria,Fusobacteria,ko05205,Proteoglycans in cancer,Human Diseases,Cancer: overview
4.34851962,0.186963353,1.16e-119,2.41e-118,Bacteria,Bacteroidetes,ko00196,Photosynthesis - antenna proteins,Metabolism,Energy metabolism
0.291865622,0.078798725,0.000212278,0.00030165,Bacteria,Spirochaetes,ko00450,Selenocompound metabolism,Metabolism,Metabolism of other amino acids
-0.372805324,0.054132773,5.7e-12,1.17e-11,Bacteria,Spirochaetes,ko00970,Aminoacyl-tRNA biosynthesis,Genetic Information Processing,Translation
-1.250154219,0.123832407,5.78e-24,1.76e-23,Bacteria,Proteobacteria,ko00623,Toluene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-0.955013127,0.066404199,6.73e-47,3.16e-46,Bacteria,Proteobacteria,ko00625,Chloroalkane and chloroalkene degradation,Metabolism,Xenobiotics biodegradation and metabolism
-1.005619724,0.074252098,8.68e-42,3.81e-41,Bacteria,Proteobacteria,ko01220,Degradation of aromatic compounds,Metabolism,Global and overview maps
3.501962312,0.138230424,1.34e-141,5.68e-140,Bacteria,Firmicutes,ko00120,Primary bile acid biosynthesis,Metabolism,Lipid metabolism
3.501962312,0.138230424,1.34e-141,5.68e-140,Bacteria,Firmicutes,ko00121,Secondary bile acid biosynthesis,Metabolism,Lipid metabolism
0.226286521,0.044654742,4.03e-07,6.7e-07,Bacteria,Bacteroidetes,ko04212,Longevity regulating pathway - worm,Organismal Systems,Aging
0.292077453,0.042159929,4.27e-12,8.79e-12,Bacteria,Bacteroidetes,ko05152,Tuberculosis,Human Diseases,Infectious disease: bacterial
0.343117369,0.068230891,4.94e-07,8.15e-07,Bacteria,Bacteroidetes,ko00261,Monobactam biosynthesis,Metabolism,Biosynthesis of other secondary metabolites
0.366581192,0.094662226,0.000107717,0.000154914,Bacteria,Proteobacteria,ko02060,Phosphotransferase system (PTS),Environmental Information Processing,Membrane transport
3.496625817,0.134917303,4.31e-148,2.28e-146,Bacteria,Firmicutes,ko05110,Vibrio cholerae infection,Human Diseases,Infectious disease: bacterial
-1.513228388,0.075329794,9.39e-90,9.68e-89,Bacteria,Proteobacteria,ko00300,Lysine biosynthesis,Metabolism,Amino acid metabolism
-1.646526031,0.082333634,5.71e-89,5.76e-88,Bacteria,Proteobacteria,ko00330,Arginine and proline metabolism,Metabolism,Amino acid metabolism
0.225400883,0.050243649,7.25e-06,1.11e-05,Bacteria,Fusobacteria,ko00250,"Alanine, aspartate and glutamate metabolism",Metabolism,Amino acid metabolism
0.628525486,0.094152383,2.46e-11,4.93e-11,Bacteria,Fusobacteria,ko00910,Nitrogen metabolism,Metabolism,Energy metabolism
0.307654443,0.052546947,4.77e-09,8.67e-09,Bacteria,Fusobacteria,ko01120,Microbial metabolism in diverse environments,Metabolism,Global and overview maps
0.873794992,0.147741505,3.33e-09,6.11e-09,Bacteria,Firmicutes,ko00232,Caffeine metabolism,Metabolism,Biosynthesis of other secondary metabolites
0.127149442,0.085801733,0.138367358,0.157250626,Bacteria,Firmicutes,ko05204,Chemical carcinogenesis,Human Diseases,Cancer: overview
