log2FoldChange,lfcSE,pvalue,padj,SGB,Domain,Phylum,Class,Order,Family,Genus
27.18590888,0.878231333,2.16e-210,1.16e-209,artificially_reared_1__metabat2_low_PE_002_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_A
25.09277366,0.74350481,1.09e-249,7.9e-249,artificially_reared_2__metabat2_high_PE_035_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_A
26.67116444,0.913857001,2.98e-187,1.19e-186,artificially_reared_2__metabat2_low_PE_015_contigs,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Turicibacteraceae,Turicibacter
30.0,0.790974641,0.0,0.0,Ash_p2__metabat2_high_PE_017_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium
29.43574883,0.624061862,0.0,0.0,Avalanche_p1__metabat2_low_PE_018_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
28.91578564,0.624103805,0.0,0.0,Belle_p2__metabat2_low_PE_017_contigs,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Dubosiella
9.229527195,0.570437044,7.01e-59,8.39e-59,Bissell_p1__maxbin2_high_prob_028_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia
28.33257071,0.885756453,1.66e-224,9.97e-224,Bissell_p1__metabat2_low_PE_001_contigs,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
28.72285092,0.891422735,8.86e-228,5.49e-227,Bissell_p2__metabat2_high_PE_001_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella
25.41392963,1.570945275,7.27e-59,8.69e-59,C__urophasianus_2_cecum__metabat2_low_PE_006_contigs,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas
30.0,1.543526036,3.83e-84,5.23e-84,C__urophasianus_2_cecum__metabat2_low_PE_008_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
30.0,1.430886965,1.34e-97,1.96e-97,C__urophasianus_4_cecum__metabat2_high_PE_002_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
28.09954375,0.8990949,2.02e-214,1.13e-213,Cam_p2__metabat2_low_PE_027_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella
10.60481651,0.474057528,7.66e-111,1.23e-110,CBJMC01400__metabat2_high_PE_029_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
28.06516484,1.900759237,2.45e-49,2.8e-49,CBJMC01400__metabat2_low_PE_018_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas
9.745904927,0.599725306,2.21e-59,2.65e-59,CBJMC01400__metabat2_low_PE_023_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A
27.20950246,1.092697977,7.22e-137,1.6e-136,CBJMC01400__metabat2_low_PE_039_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,
-4.480969982,0.556405068,8.05e-16,8.71e-16,CBJMI02800__metabat2_low_PE_003_contigs,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
29.49276042,1.244430604,3.62e-124,6.78e-124,CBJMI02800__metabat2_low_PE_005_contigs,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter_D
26.56958202,1.471060901,6.4e-73,8.18e-73,Cebus_capucinus_imitator_PRJNA485217_SSR012__metabat2_high_PE_008_contigs,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Erysipelatoclostridium
26.98054289,0.892885011,1.41e-200,6.69e-200,Cebus_capucinus_imitator_PRJNA485217_SSR024__maxbin2_low_prob_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
11.29324387,0.851747214,4.01e-40,4.5e-40,Cebus_capucinus_imitator_PRJNA485217_SSR024__metabat2_high_PE_013_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_B
27.88761379,1.140416277,4.58e-132,9.58e-132,Cebus_capucinus_imitator_PRJNA485217_SSR024__metabat2_low_PE_009_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
-4.697326112,0.889893599,1.3e-07,1.37e-07,Cebus_capucinus_imitator_PRJNA485217_SSR047__metabat2_high_PE_004_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella
-4.477973144,1.428219274,0.001716468,0.001767651,Cebus_capucinus_imitator_PRJNA485217_SSR047__metabat2_low_PE_001_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Gordonia
26.2378844,1.684433882,1.05e-54,1.22e-54,Cebus_capucinus_imitator_PRJNA485217_SSR056__maxbin2_low_prob_007_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
9.647922726,0.493028905,2.86e-85,3.93e-85,Cebus_capucinus_imitator_PRJNA485217_SSR056__maxbin2_low_prob_010_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_M
25.56062381,1.096611986,3.62e-120,6.41e-120,Cebus_capucinus_imitator_PRJNA485217_SSR056__maxbin2_low_prob_012_contigs,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas
26.50166888,1.063709766,5.2e-137,1.16e-136,Cebus_capucinus_imitator_PRJNA485217_SSR056__metabat2_high_PE_007_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium
28.87591407,1.105788429,2.57e-150,6.64e-150,Cebus_capucinus_imitator_PRJNA485217_SSR056__metabat2_low_PE_012_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
24.48541745,1.673004421,1.67e-48,1.89e-48,Cebus_capucinus_imitator_PRJNA485217_SSR091__maxbin2_high_prob_005_contigs,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_P
30.0,1.704285553,2.35e-69,2.95e-69,Cebus_capucinus_imitator_PRJNA485217_SSR091__metabat2_high_PE_016_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
28.55118424,1.071382193,1.84e-156,5.13e-156,Cebus_capucinus_imitator_PRJNA485217_SSR093__metabat2_high_PE_006_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium
8.996249045,0.632370449,6.3e-46,7.12e-46,Cebus_capucinus_imitator_PRJNA485217_SSR098__maxbin2_low_prob_011_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
25.96108325,1.175903677,5.19e-108,8.19e-108,Cebus_capucinus_imitator_PRJNA485217_SSR098__metabat2_high_PE_006_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Libanicoccus
27.0722256,1.054225028,1.97e-145,4.84e-145,Cebus_capucinus_imitator_PRJNA485217_SSR105__metabat2_low_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,
-3.396035708,1.371717782,0.013295517,0.013561989,Cebus_capucinus_imitator_PRJNA485217_SSR105__metabat2_low_PE_013_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sutterella
26.60695326,1.367595532,2.63e-84,3.6e-84,CHCFC05602__maxbin2_low_prob_016_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475
24.32446899,1.434980613,1.89e-64,2.32e-64,CHCFC05602__metabat2_high_PE_021_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,
26.02617754,0.98549003,1.07e-153,2.89e-153,CHCFR05602__metabat2_high_PE_010_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446
28.20418775,1.383161625,2.01e-92,2.84e-92,CHCFR05602__metabat2_low_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
30.0,1.669762997,3.56e-72,4.53e-72,CHCFR05602__metabat2_low_PE_021_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
29.55385715,0.581597831,0.0,0.0,CHCFR05602__metabat2_low_PE_022_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
25.8450455,0.988383088,1.02e-150,2.64e-150,Cinder_p2__metabat2_low_PE_021_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
25.47236689,1.257887554,3.54e-91,5e-91,Cinder_p2__metabat2_low_PE_026_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,CAG-462
10.22262142,0.491386108,4.01e-96,5.78e-96,Cobain_p2__metabat2_high_PE_012_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella
6.445766907,1.311132149,8.82e-07,9.23e-07,Cobain_p2__metabat2_low_PE_016_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
30.0,1.282073986,4.32e-121,7.7e-121,Connie_p1__metabat2_low_PE_017_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
-0.901063818,0.865579718,0.297878051,0.300050079,DGYFD06202__metabat2_high_PE_016_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermatophilaceae,Janibacter
5.979411993,1.65106784,0.000292852,0.000303524,DGYFI06202__metabat2_high_PE_029_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium
24.7008579,1.673033439,2.5e-49,2.84e-49,DGYFI06202__metabat2_high_PE_032_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
10.26637428,1.759468167,5.38e-09,5.69e-09,DGYFI06202__metabat2_high_PE_036_contigs,Bacteria,Desulfobacterota_A,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
1.80779926,1.418915307,0.202638151,0.20454185,DGYFI06202__metabat2_low_PE_038_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Dietzia
2.224910012,1.344263578,0.097901293,0.099027773,DGYFI06203__metabat2_high_PE_041_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium
25.8205627,1.03166849,3.03e-138,6.9e-138,DGYFI06203__metabat2_low_PE_020_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides_A
9.874416147,0.481538619,1.9e-93,2.72e-93,DGYFI06203__metabat2_low_PE_023_contigs,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,Massiliomicrobiota
-2.387834658,1.105872041,0.030832147,0.031252292,DGYFJ06201__metabat2_high_PE_006_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium
27.86417017,1.508434504,3.45e-76,4.51e-76,DGYFJ06201__metabat2_high_PE_017_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
30.0,0.705148189,0.0,0.0,DGYFR06201__maxbin2_high_prob_025_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
9.396358957,0.540309125,9.7e-68,1.21e-67,DGYFR06201__maxbin2_high_prob_042_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
28.17227916,0.696302505,0.0,0.0,DGYFR06201__metabat2_high_PE_040_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum
27.19047696,1.156523267,3.18e-122,5.76e-122,DGYFR06201__metabat2_high_PE_044_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446
27.0650681,0.984087806,1.63e-166,5.05e-166,DGYFR06201__metabat2_high_PE_046_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella_E
29.099585,1.088458962,1.86e-157,5.28e-157,DGYFR06201__metabat2_high_PE_048_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
26.81857899,1.464477042,6.55e-75,8.47e-75,DGYFR06201__metabat2_low_PE_030_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter
25.8587688,1.145222158,6.86e-113,1.12e-112,DGYMJ06203__metabat2_high_PE_015_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
24.36688691,1.690695734,4.33e-47,4.9e-47,DGYMJ06203__metabat2_high_PE_035_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Rubneribacter
3.366800645,1.26890593,0.007970666,0.008139001,DGYMJ06203__metabat2_high_PE_045_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,
27.1363974,0.742366439,1.55e-292,1.59e-291,DGYMR06203__metabat2_high_PE_011_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,
27.63536862,1.026951599,1.67e-159,4.89e-159,DGYMR06203__metabat2_high_PE_052_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81
29.39982927,0.966220002,2.37e-203,1.15e-202,DGYMR06203__metabat2_low_PE_012_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
26.85331754,0.847930902,4.12e-220,2.4e-219,DGYMR06203__metabat2_low_PE_036_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,NK3B98
28.521189,0.988105682,3.33e-183,1.25e-182,DGYMR06203__metabat2_low_PE_044_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
30.0,0.758951049,0.0,0.0,DHCFD07801__metabat2_high_PE_009_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_H
-1.374310582,1.00492857,0.171446582,0.173238082,DHCFD07801__metabat2_high_PE_018_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Dietzia
0.819932554,1.043599328,0.432056424,0.434302039,DHCFD07801__metabat2_low_PE_002_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Dietzia
6.62624213,1.742356549,0.000142934,0.000148781,DHCFD07801__metabat2_low_PE_007_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium
-0.730783503,1.08574116,0.50090059,0.501938726,DHCFD07801__metabat2_low_PE_023_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium
3.771859866,1.225079051,0.002077869,0.002137553,DHCFD07801__metabat2_low_PE_026_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Brevibacteriaceae,Brevibacterium
30.0,1.318061806,1.12e-114,1.86e-114,DHCMC07803__maxbin2_low_prob_008_contigs,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
28.40405975,0.650837103,0.0,0.0,DHCMC07803__metabat2_high_PE_053_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor
27.36827002,1.068784864,1.28e-144,3.12e-144,DHCMC07803__metabat2_low_PE_003_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
28.52729008,0.66516382,0.0,0.0,DHCMC07803__metabat2_low_PE_017_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas
24.21126673,1.184919506,8.54e-93,1.21e-92,DHCMC07803__metabat2_low_PE_050_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma
30.0,1.350777851,2.78e-109,4.44e-109,DHCMJ07802__maxbin2_high_prob_018_contigs,Bacteria,Firmicutes,Bacilli,Staphylococcales,Salinicoccaceae,Jeotgalicoccus
30.0,1.985845351,1.46e-51,1.68e-51,DHCMJ07802__maxbin2_low_prob_003_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_H
3.148778707,0.951098254,0.000930707,0.000959482,DHCMJ07802__metabat2_high_PE_028_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Dermabacteraceae,Brachybacterium
2.208236583,0.928232376,0.017361109,0.017671781,DHCMJ07802__metabat2_low_PE_013_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium
26.51645809,1.251582533,1.28e-99,1.9e-99,DHKFC23501__metabat2_high_PE_052_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,An2-A
27.28651559,0.93729029,2.52e-186,9.79e-186,DHKFC23501__metabat2_low_PE_030_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
30.0,1.250184446,3.03e-127,5.88e-127,DHKFJ23503__metabat2_low_PE_016_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_H
25.07442649,1.682171973,3.01e-50,3.45e-50,DHKFR23501__metabat2_low_PE_021_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
30.0,0.776648224,0.0,0.0,DHKFR23503__metabat2_high_PE_003_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia
27.25192029,1.403822605,6.03e-84,8.21e-84,DSLFC04101__maxbin2_high_prob_036_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,
26.26509226,1.307002115,8.05e-90,1.13e-89,DSLFC04101__metabat2_high_PE_045_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
28.55069257,0.774035632,7.89e-298,8.67e-297,DSLFC04101__metabat2_low_PE_021_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
26.46309377,1.196752681,2.4e-108,3.79e-108,DSLFC04101__metabat2_low_PE_048_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,
28.42205048,0.803873553,8e-274,7.17e-273,DSLFC04101__metabat2_low_PE_049_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
29.03068487,0.932609943,9.93e-213,5.52e-212,DSLFC04102__maxbin2_low_prob_041_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
29.08888003,0.707287782,0.0,0.0,DSLFC04102__metabat2_high_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger
27.47064367,0.716015368,0.0,0.0,DSLFC04102__metabat2_high_PE_037_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Fournierella
26.79621261,0.833254636,6.72e-227,4.11e-226,DSLFC04102__metabat2_low_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,
27.00945933,0.830735473,7.05e-232,4.49e-231,DSLFC04102__metabat2_low_PE_028_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475
28.60056779,0.660502685,0.0,0.0,DSLFC04102__metabat2_low_PE_037_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,
30.0,1.766695533,1.14e-64,1.4e-64,DSLFD04101__metabat2_high_PE_003_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_H
25.10330686,0.935809402,1.64e-158,4.75e-158,DSLFI04101__metabat2_low_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Butyricicoccaceae,Agathobaculum
24.85980233,1.062317903,4.13e-121,7.38e-121,DSLFR04102__maxbin2_low_prob_027_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Tidjanibacter
26.09982399,0.994892135,1.09e-151,2.87e-151,DSLFR04102__metabat2_low_PE_033_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,
28.17847308,0.735031036,0.0,0.0,DSLMC04102__metabat2_low_PE_001_contigs,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,UBA7001
26.93255863,1.595801671,6.63e-64,8.1e-64,DSLMC04102__metabat2_low_PE_041_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Rubneribacter
27.55695428,0.70268073,0.0,0.0,DSLMC04103__metabat2_high_PE_018_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A
6.904180042,0.590362444,1.35e-31,1.51e-31,DSLMC04103__metabat2_high_PE_037_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Ruminiclostridium_C
28.12795709,1.028368716,1.02e-164,3.12e-164,DSLMC04103__metabat2_high_PE_040_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
27.75523378,0.976432139,9.89e-178,3.51e-177,DSLMC04103__metabat2_low_PE_013_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Eubacterium_E
27.88771865,1.359099112,1.45e-93,2.07e-93,DSTFC04002__metabat2_high_PE_021_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,
27.71111742,0.738253576,0.0,0.0,DSTFC04002__metabat2_high_PE_043_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA2856
0.144616686,0.715293302,0.839777444,0.839777444,DSTFI04002__maxbin2_high_prob_004_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E
30.0,1.137766966,3.24e-153,8.68e-153,DSTFI04003__metabat2_high_PE_012_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_H
27.15564607,0.962222458,3.16e-175,1.1e-174,DSTMC04003__maxbin2_low_prob_011_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-180
27.71939159,1.31035915,2.53e-99,3.76e-99,DSTMC04003__metabat2_high_PE_016_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Dorea
29.11539113,0.835999786,9.48e-266,8.19e-265,DSTMC04003__metabat2_high_PE_023_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter
27.78187744,1.526058972,4.71e-74,6.08e-74,DSTMC04003__metabat2_high_PE_041_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
26.12872495,0.94966388,1.21e-166,3.75e-166,DSTMC04003__metabat2_low_PE_033_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium
26.2709578,0.851709699,6.54e-209,3.46e-208,DSTMC04003__metabat2_low_PE_048_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,
30.0,1.296527659,1.89e-118,3.26e-118,DSTMI04001__maxbin2_low_prob_005_contigs,Bacteria,Actinobacteriota,Actinobacteria,Mycobacteriales,Mycobacteriaceae,Corynebacterium
30.0,0.925827049,2.45e-230,1.55e-229,DSTMR04002__maxbin2_high_prob_021_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,UBA4871
30.0,0.795193492,0.0,0.0,DSTMR04002__maxbin2_low_prob_029_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium
30.0,1.609112812,1.42e-77,1.88e-77,DSTMR04002__maxbin2_low_prob_037_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes
29.99090727,1.405603882,5.19e-101,7.79e-101,DSTMR04002__metabat2_high_PE_016_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,
30.0,1.356385417,2.14e-108,3.39e-108,DSTMR04002__metabat2_high_PE_019_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus_B
25.46904407,1.063511187,9.68e-127,1.86e-126,DSTMR04002__metabat2_high_PE_025_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
28.16077893,1.453649098,1.32e-83,1.79e-83,DSTMR04002__metabat2_high_PE_036_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter
29.12253011,1.197444277,1.19e-130,2.41e-130,DSTMR04002__metabat2_high_PE_039_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger
28.40181528,0.70077787,0.0,0.0,DSTMR04002__metabat2_high_PE_045_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Anaeromassilibacillus
30.0,1.007393778,7.13e-195,3.21e-194,DSTMR04002__metabat2_low_PE_040_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Acutalibacter
26.18833007,0.895240698,4.13e-188,1.66e-187,Dunbar_p2__metabat2_high_PE_041_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium
28.98664311,1.151172325,6.62e-140,1.53e-139,Ed_p1__metabat2_low_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-279
24.50267241,1.551643525,3.56e-56,4.21e-56,Elaine_p2__metabat2_high_PE_037_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum
25.47844869,1.063186886,6.57e-127,1.27e-126,Elaine_p2__metabat2_low_PE_007_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A
12.63855357,0.717636197,2.02e-69,2.53e-69,Escalade_p1__maxbin2_low_prob_011_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
25.91556594,1.008596098,1.34e-145,3.32e-145,Escalade_p2__maxbin2_low_prob_018_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sutterella
