log2FoldChange,lfcSE,pvalue,padj,SGB,Domain,Phylum,Class,Order,Family,Genus
27.63032319,1.037552014,3.03e-156,8.41e-156,X276_Barnacle_Goose__maxbin2_high_prob_005_contigs,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Terrisporobacter
30.0,1.355480078,1.54e-108,2.44e-108,X276_Barnacle_Goose__maxbin2_low_prob_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter
25.46885051,1.399165783,4.9e-74,6.31e-74,X279_Western_Grey_Kangaroo__metabat2_high_PE_001_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,
23.50864721,1.131513111,7.09e-96,1.02e-95,X285_Short_beaked_Echidna__metabat2_high_PE_017_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
-3.261961079,1.18470615,0.005898113,0.006029044,X285_Short_beaked_Echidna__metabat2_low_PE_001_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Microbacteriaceae,Leifsonia
24.87999891,1.622656047,4.61e-53,5.35e-53,X288_Common_Brushtail__metabat2_high_PE_008_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
28.16853933,1.073831282,1.15e-151,3.02e-151,X289_Eastern_Grey_Kangaroo__maxbin2_low_prob_001_contigs,Bacteria,Verrucomicrobiota,Kiritimatiellae,RFP12,UBA1067,UBA1067
28.66918341,1.095213929,4.88e-151,1.27e-150,X301_European_Hare__metabat2_low_PE_011_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,COE1
27.39479657,0.852340837,1.19e-226,7.25e-226,X314_Red_Deer__metabat2_high_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
27.20604645,0.646489287,0.0,0.0,X32_Greylag_Goose__maxbin2_low_prob_001_contigs,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium
-2.228938197,1.288770999,0.083718432,0.084770391,X328_Prussian_Carp__metabat2_low_PE_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
10.82110394,0.485091075,3.13e-110,5.01e-110,X332_Harbor_Porpoise__maxbin2_low_prob_001_contigs,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium_A
29.06092828,1.168849094,1.88e-136,4.15e-136,X335_Harbor_Seal__metabat2_high_PE_002_contigs,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Absiella
-0.478198382,2.204754363,0.828290816,0.82914826,X339_White_beaked_Dolphin__metabat2_high_PE_003_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium
6.395619136,1.036694488,6.86e-10,7.3e-10,X340_Western_Lowland_Gorilla__metabat2_low_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-103
6.665080492,1.004280876,3.21e-11,3.44e-11,X341_Western_Lowland_Gorilla__maxbin2_low_prob_002_contigs,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter_A
27.06831787,1.265187602,1.5e-101,2.26e-101,X341_Western_Lowland_Gorilla__metabat2_low_PE_002_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873
8.952921178,1.257637485,1.09e-12,1.17e-12,X353_Raccoon__metabat2_high_PE_003_contigs,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Bifidobacteriaceae,Bifidobacterium
27.12640581,0.646756385,0.0,0.0,X355_Hoffmanns_Two_toed_Sloth__metabat2_high_PE_003_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,
28.65888799,0.936196514,8.46e-206,4.28e-205,X355_Hoffmanns_Two_toed_Sloth__metabat2_high_PE_009_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes
8.636373274,1.938650124,8.4e-06,8.76e-06,X355_Hoffmanns_Two_toed_Sloth__metabat2_high_PE_021_contigs,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
8.715102975,0.569544894,7.43e-53,8.6e-53,X355_Hoffmanns_Two_toed_Sloth__metabat2_high_PE_023_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger
27.64917584,0.657103542,0.0,0.0,X357_Northern_Tamandua__metabat2_low_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena
29.22981897,0.864548489,1.44e-250,1.05e-249,X359_Brown_throated_Sloth__maxbin2_low_prob_002_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E
28.99184229,0.834628416,2.24e-264,1.91e-263,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_high_prob_007_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485
27.34342243,1.600439295,1.92e-65,2.37e-65,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_high_prob_022_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA7173
29.33871293,1.459588367,7.28e-90,1.02e-89,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_high_prob_028_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873
26.66662306,0.998366127,3.58e-157,1.01e-156,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_low_prob_004_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_D
27.84383435,1.862884126,1.64e-50,1.88e-50,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_low_prob_014_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,K10
25.07130521,1.572717622,3.27e-57,3.89e-57,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_low_prob_023_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E
30.0,1.815197839,2.34e-61,2.83e-61,X363_Desmarests_Spiny_Pocket_Mouse__maxbin2_low_prob_026_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
30.0,1.966314454,1.48e-52,1.71e-52,X363_Desmarests_Spiny_Pocket_Mouse__metabat2_high_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873
28.56664415,1.68895383,3.56e-64,4.36e-64,X363_Desmarests_Spiny_Pocket_Mouse__metabat2_high_PE_013_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-873
27.37427971,1.035157417,4.21e-154,1.14e-153,X363_Desmarests_Spiny_Pocket_Mouse__metabat2_high_PE_020_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium_R
27.45948507,0.849696956,4.06e-229,2.53e-228,X363_Desmarests_Spiny_Pocket_Mouse__metabat2_low_PE_006_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,
30.0,0.682488006,0.0,0.0,X363_Desmarests_Spiny_Pocket_Mouse__metabat2_low_PE_031_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA9475
30.0,1.054011383,3.39e-178,1.22e-177,X369_Koala__metabat2_high_PE_008_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4372
25.39112621,1.141627452,1.37e-109,2.19e-109,X371_Linnaeus_Two_toed_Sloth__maxbin2_high_prob_017_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,
10.0776824,0.547092804,9.01e-76,1.17e-75,X371_Linnaeus_Two_toed_Sloth__maxbin2_low_prob_012_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,
26.29127403,1.082246733,2.31e-130,4.68e-130,X371_Linnaeus_Two_toed_Sloth__metabat2_high_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,
25.24577326,1.28633705,9.26e-86,1.27e-85,X371_Linnaeus_Two_toed_Sloth__metabat2_low_PE_006_contigs,Bacteria,Firmicutes,Bacilli,RF39,CAG-611,CAG-877
28.72208399,0.829971772,2.05e-262,1.72e-261,X378_Fat_Sand_Rat__metabat2_high_PE_001_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum
27.43497584,1.5166246,3.86e-73,4.95e-73,X378_Fat_Sand_Rat__metabat2_low_PE_004_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485
27.29406804,1.510408459,5.43e-73,6.94e-73,X378_Fat_Sand_Rat__metabat2_low_PE_008_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA3263
25.56559772,1.482648254,1.26e-66,1.56e-66,X394_Przewalski_horse__metabat2_high_PE_006_contigs,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Treponema_D
6.420779162,0.972582685,4.06e-11,4.35e-11,X398_Eurasian_Reed_Warbler__metabat2_low_PE_003_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
27.26927532,0.745765712,1.01e-292,1.05e-291,X4_Red_Fox__metabat2_low_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-110
27.25890755,1.072907922,2.13e-142,5.12e-142,X409_Impala__metabat2_high_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-74,UBA11524
27.09145011,1.475561872,2.74e-75,3.55e-75,X413_Lion__maxbin2_high_prob_006_contigs,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella
25.60628129,1.064787916,8.71e-128,1.71e-127,X418_Giraffe__metabat2_high_PE_001_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA932,RC9
27.32304368,0.949370104,3.8e-182,1.42e-181,X430_Giraffe__metabat2_high_PE_005_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,UBA4372
27.32786581,0.927625144,9.37e-191,3.94e-190,X430_Giraffe__metabat2_high_PE_008_contigs,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella
-3.958165474,0.512741727,1.17e-14,1.26e-14,X44_Meadow_Viper__maxbin2_low_prob_001_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
30.0,1.317112349,7.73e-115,1.28e-114,X46_European_Nightjar__metabat2_low_PE_001_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
23.21348543,1.419803579,4.37e-60,5.24e-60,X72_Ural_Owl__metabat2_high_PE_004_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Acutalibacteraceae,DTU089
24.83841667,1.433384649,2.87e-67,3.57e-67,X73_One_humped_Camel__metabat2_high_PE_013_contigs,Bacteria,Firmicutes_A,Clostridia,Christensenellales,CAG-138,
7.571326507,0.625104422,9.11e-34,1.02e-33,X73_One_humped_Camel__metabat2_low_PE_005_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA11957
25.13661065,1.395099813,1.41e-72,1.8e-72,X73_One_humped_Camel__metabat2_low_PE_007_contigs,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum
8.951420191,1.206743607,1.19e-13,1.28e-13,X81_Wolf__maxbin2_low_prob_004_contigs,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus_A
28.14616654,0.765925179,1.25e-295,1.36e-294,X81_Wolf__metabat2_low_PE_002_contigs,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_P
30.0,1.701394544,1.38e-69,1.74e-69,X87_Garden_Dormouse__metabat2_low_PE_004_contigs,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus_A
28.71228829,1.845676158,1.44e-54,1.68e-54,X90_Water_Rail__maxbin2_high_prob_001_contigs,Bacteria,Firmicutes,Bacilli,Lactobacillales,Catellicoccaceae,
4.943753229,1.403165789,0.000426232,0.00044082,X95_Meadow_Viper__metabat2_low_PE_002_contigs,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter
26.79107294,1.000030034,4.2e-158,1.21e-157,X96_European_Hare__metabat2_high_PE_013_contigs,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,UBA5446
