Phenotype,Has phenotype?,Domain,Phylum,Biome,No. of MAGs
Starch hydrolysis,False,d__Bacteria,p__Cyanobacteria,Neither,2
Starch hydrolysis,False,d__Bacteria,p__Deferribacterota,Neither,1
Starch hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Starch hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Starch hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Host,4
Starch hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Starch hydrolysis,False,d__Bacteria,p__Eremiobacterota,Neither,1
Starch hydrolysis,False,d__Bacteria,p__Fibrobacterota,Host,4
Starch hydrolysis,False,d__Bacteria,p__Firmicutes,Host,94
Starch hydrolysis,False,d__Bacteria,p__Firmicutes,Neither,78
Starch hydrolysis,True,d__Bacteria,p__Firmicutes,Host,10
Starch hydrolysis,True,d__Bacteria,p__Firmicutes,Neither,6
Starch hydrolysis,False,d__Bacteria,p__Firmicutes_A,Host,419
Starch hydrolysis,False,d__Bacteria,p__Firmicutes_A,Neither,165
Starch hydrolysis,True,d__Bacteria,p__Firmicutes_A,Host,19
Starch hydrolysis,True,d__Bacteria,p__Firmicutes_A,Neither,8
Starch hydrolysis,False,d__Bacteria,p__Firmicutes_B,Host,2
Starch hydrolysis,False,d__Bacteria,p__Firmicutes_B,Neither,2
Starch hydrolysis,False,d__Bacteria,p__Firmicutes_C,Host,16
Starch hydrolysis,False,d__Bacteria,p__Firmicutes_C,Neither,13
Starch hydrolysis,False,d__Bacteria,p__Fusobacteriota,Host,2
Starch hydrolysis,False,d__Bacteria,p__Fusobacteriota,Neither,15
Starch hydrolysis,False,d__Bacteria,p__Myxococcota,Host,2
Starch hydrolysis,False,d__Bacteria,p__Patescibacteria,Host,1
Starch hydrolysis,False,d__Bacteria,p__Patescibacteria,Neither,3
Starch hydrolysis,False,d__Bacteria,p__Planctomycetota,Host,1
Starch hydrolysis,True,d__Bacteria,p__Planctomycetota,Neither,1
Starch hydrolysis,False,d__Bacteria,p__Proteobacteria,Environment,7
Starch hydrolysis,False,d__Bacteria,p__Proteobacteria,Host,24
Starch hydrolysis,False,d__Bacteria,p__Proteobacteria,Neither,34
Starch hydrolysis,True,d__Bacteria,p__Proteobacteria,Environment,1
Starch hydrolysis,True,d__Bacteria,p__Proteobacteria,Neither,6
Starch hydrolysis,False,d__Bacteria,p__Spirochaetota,Host,20
Starch hydrolysis,False,d__Bacteria,p__Spirochaetota,Neither,7
Starch hydrolysis,True,d__Bacteria,p__Spirochaetota,Host,11
Starch hydrolysis,True,d__Bacteria,p__Spirochaetota,Neither,1
Starch hydrolysis,False,d__Bacteria,p__Synergistota,Neither,4
Starch hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Starch hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Starch hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Starch hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Sucrose,False,d__Archaea,p__Euryarchaeota,Host,4
Sucrose,True,d__Archaea,p__Euryarchaeota,Host,1
Sucrose,False,d__Archaea,p__Halobacterota,Host,1
Sucrose,False,d__Archaea,p__Halobacterota,Neither,3
Sucrose,False,d__Archaea,p__Thermoplasmatota,Host,1
Sucrose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Sucrose,False,d__Bacteria,p__Actinobacteriota,Environment,2
Sucrose,False,d__Bacteria,p__Actinobacteriota,Host,18
Sucrose,False,d__Bacteria,p__Actinobacteriota,Neither,38
Sucrose,True,d__Bacteria,p__Actinobacteriota,Environment,5
Sucrose,True,d__Bacteria,p__Actinobacteriota,Host,21
Sucrose,True,d__Bacteria,p__Actinobacteriota,Neither,12
Sucrose,False,d__Bacteria,p__Armatimonadota,Neither,1
Sucrose,False,d__Bacteria,p__Bacteroidota,Host,97
Sucrose,False,d__Bacteria,p__Bacteroidota,Neither,110
Sucrose,True,d__Bacteria,p__Bacteroidota,Host,120
Sucrose,True,d__Bacteria,p__Bacteroidota,Neither,18
Sucrose,False,d__Bacteria,p__Campylobacterota,Host,6
Sucrose,False,d__Bacteria,p__Campylobacterota,Neither,14
Sucrose,False,d__Bacteria,p__Chloroflexota,Neither,1
Sucrose,False,d__Bacteria,p__Cyanobacteria,Host,13
Sucrose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Sucrose,False,d__Bacteria,p__Deferribacterota,Neither,1
Sucrose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Sucrose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Sucrose,False,d__Bacteria,p__Elusimicrobiota,Host,4
Sucrose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Sucrose,False,d__Bacteria,p__Eremiobacterota,Neither,1
Sucrose,False,d__Bacteria,p__Fibrobacterota,Host,4
Sucrose,False,d__Bacteria,p__Firmicutes,Host,61
Sucrose,False,d__Bacteria,p__Firmicutes,Neither,54
Sucrose,True,d__Bacteria,p__Firmicutes,Host,43
Sucrose,True,d__Bacteria,p__Firmicutes,Neither,30
Sucrose,False,d__Bacteria,p__Firmicutes_A,Host,333
Sucrose,False,d__Bacteria,p__Firmicutes_A,Neither,138
Sucrose,True,d__Bacteria,p__Firmicutes_A,Host,105
Sucrose,True,d__Bacteria,p__Firmicutes_A,Neither,35
Sucrose,False,d__Bacteria,p__Firmicutes_B,Host,2
Sucrose,False,d__Bacteria,p__Firmicutes_B,Neither,2
Sucrose,False,d__Bacteria,p__Firmicutes_C,Host,10
Sucrose,False,d__Bacteria,p__Firmicutes_C,Neither,10
Sucrose,True,d__Bacteria,p__Firmicutes_C,Host,6
Sucrose,True,d__Bacteria,p__Firmicutes_C,Neither,3
Sucrose,False,d__Bacteria,p__Fusobacteriota,Host,2
Sucrose,False,d__Bacteria,p__Fusobacteriota,Neither,13
Sucrose,True,d__Bacteria,p__Fusobacteriota,Neither,2
Sucrose,False,d__Bacteria,p__Myxococcota,Host,2
Sucrose,False,d__Bacteria,p__Patescibacteria,Host,1
Sucrose,False,d__Bacteria,p__Patescibacteria,Neither,3
Sucrose,True,d__Bacteria,p__Planctomycetota,Host,1
Sucrose,True,d__Bacteria,p__Planctomycetota,Neither,1
Sucrose,False,d__Bacteria,p__Proteobacteria,Environment,7
Sucrose,False,d__Bacteria,p__Proteobacteria,Host,21
Sucrose,False,d__Bacteria,p__Proteobacteria,Neither,36
Sucrose,True,d__Bacteria,p__Proteobacteria,Environment,1
Sucrose,True,d__Bacteria,p__Proteobacteria,Host,3
Sucrose,True,d__Bacteria,p__Proteobacteria,Neither,4
Sucrose,False,d__Bacteria,p__Spirochaetota,Host,27
Sucrose,False,d__Bacteria,p__Spirochaetota,Neither,7
Sucrose,True,d__Bacteria,p__Spirochaetota,Host,4
Sucrose,True,d__Bacteria,p__Spirochaetota,Neither,1
Sucrose,False,d__Bacteria,p__Synergistota,Neither,4
Sucrose,False,d__Bacteria,p__Verrucomicrobiota,Host,10
Sucrose,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Sucrose,True,d__Bacteria,p__Verrucomicrobiota,Host,3
Sucrose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Sucrose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Tartrate utilization,False,d__Archaea,p__Euryarchaeota,Host,5
Tartrate utilization,False,d__Archaea,p__Halobacterota,Host,1
Tartrate utilization,False,d__Archaea,p__Halobacterota,Neither,3
Tartrate utilization,False,d__Archaea,p__Thermoplasmatota,Host,1
Tartrate utilization,False,d__Archaea,p__Thermoplasmatota,Neither,3
Tartrate utilization,False,d__Bacteria,p__Actinobacteriota,Environment,3
Tartrate utilization,False,d__Bacteria,p__Actinobacteriota,Host,38
Tartrate utilization,False,d__Bacteria,p__Actinobacteriota,Neither,47
Tartrate utilization,True,d__Bacteria,p__Actinobacteriota,Environment,4
Tartrate utilization,True,d__Bacteria,p__Actinobacteriota,Host,1
Tartrate utilization,True,d__Bacteria,p__Actinobacteriota,Neither,3
Tartrate utilization,False,d__Bacteria,p__Armatimonadota,Neither,1
Tartrate utilization,False,d__Bacteria,p__Bacteroidota,Host,203
Tartrate utilization,False,d__Bacteria,p__Bacteroidota,Neither,115
Tartrate utilization,True,d__Bacteria,p__Bacteroidota,Host,14
Tartrate utilization,True,d__Bacteria,p__Bacteroidota,Neither,13
Tartrate utilization,False,d__Bacteria,p__Campylobacterota,Host,6
Tartrate utilization,False,d__Bacteria,p__Campylobacterota,Neither,14
Tartrate utilization,False,d__Bacteria,p__Chloroflexota,Neither,1
Tartrate utilization,False,d__Bacteria,p__Cyanobacteria,Host,13
Tartrate utilization,False,d__Bacteria,p__Cyanobacteria,Neither,2
Tartrate utilization,False,d__Bacteria,p__Deferribacterota,Neither,1
Tartrate utilization,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Tartrate utilization,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Tartrate utilization,False,d__Bacteria,p__Elusimicrobiota,Host,4
Tartrate utilization,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Tartrate utilization,False,d__Bacteria,p__Eremiobacterota,Neither,1
Tartrate utilization,False,d__Bacteria,p__Fibrobacterota,Host,4
Tartrate utilization,False,d__Bacteria,p__Firmicutes,Host,100
Tartrate utilization,False,d__Bacteria,p__Firmicutes,Neither,77
Tartrate utilization,True,d__Bacteria,p__Firmicutes,Host,4
Tartrate utilization,True,d__Bacteria,p__Firmicutes,Neither,7
Tartrate utilization,False,d__Bacteria,p__Firmicutes_A,Host,396
Tartrate utilization,False,d__Bacteria,p__Firmicutes_A,Neither,161
Tartrate utilization,True,d__Bacteria,p__Firmicutes_A,Host,42
Tartrate utilization,True,d__Bacteria,p__Firmicutes_A,Neither,12
Tartrate utilization,False,d__Bacteria,p__Firmicutes_B,Host,2
Tartrate utilization,False,d__Bacteria,p__Firmicutes_B,Neither,2
Tartrate utilization,False,d__Bacteria,p__Firmicutes_C,Host,16
Tartrate utilization,False,d__Bacteria,p__Firmicutes_C,Neither,13
Tartrate utilization,False,d__Bacteria,p__Fusobacteriota,Host,2
Tartrate utilization,False,d__Bacteria,p__Fusobacteriota,Neither,12
Tartrate utilization,True,d__Bacteria,p__Fusobacteriota,Neither,3
Tartrate utilization,False,d__Bacteria,p__Myxococcota,Host,2
Tartrate utilization,False,d__Bacteria,p__Patescibacteria,Host,1
Tartrate utilization,False,d__Bacteria,p__Patescibacteria,Neither,3
Tartrate utilization,False,d__Bacteria,p__Planctomycetota,Host,1
Tartrate utilization,True,d__Bacteria,p__Planctomycetota,Neither,1
Tartrate utilization,False,d__Bacteria,p__Proteobacteria,Environment,4
Tartrate utilization,False,d__Bacteria,p__Proteobacteria,Host,20
Tartrate utilization,False,d__Bacteria,p__Proteobacteria,Neither,34
Tartrate utilization,True,d__Bacteria,p__Proteobacteria,Environment,4
Tartrate utilization,True,d__Bacteria,p__Proteobacteria,Host,4
Tartrate utilization,True,d__Bacteria,p__Proteobacteria,Neither,6
Tartrate utilization,False,d__Bacteria,p__Spirochaetota,Host,31
Tartrate utilization,False,d__Bacteria,p__Spirochaetota,Neither,8
Tartrate utilization,False,d__Bacteria,p__Synergistota,Neither,4
Tartrate utilization,False,d__Bacteria,p__Verrucomicrobiota,Host,9
Tartrate utilization,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Tartrate utilization,True,d__Bacteria,p__Verrucomicrobiota,Host,4
Tartrate utilization,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Tartrate utilization,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Trehalose,False,d__Archaea,p__Euryarchaeota,Host,5
Trehalose,False,d__Archaea,p__Halobacterota,Host,1
Trehalose,False,d__Archaea,p__Halobacterota,Neither,3
Trehalose,False,d__Archaea,p__Thermoplasmatota,Host,1
Trehalose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Trehalose,False,d__Bacteria,p__Actinobacteriota,Environment,2
Trehalose,False,d__Bacteria,p__Actinobacteriota,Host,28
Trehalose,False,d__Bacteria,p__Actinobacteriota,Neither,36
Trehalose,True,d__Bacteria,p__Actinobacteriota,Environment,5
Trehalose,True,d__Bacteria,p__Actinobacteriota,Host,11
Trehalose,True,d__Bacteria,p__Actinobacteriota,Neither,14
Trehalose,False,d__Bacteria,p__Armatimonadota,Neither,1
Trehalose,False,d__Bacteria,p__Bacteroidota,Host,186
Trehalose,False,d__Bacteria,p__Bacteroidota,Neither,122
Trehalose,True,d__Bacteria,p__Bacteroidota,Host,31
Trehalose,True,d__Bacteria,p__Bacteroidota,Neither,6
Trehalose,False,d__Bacteria,p__Campylobacterota,Host,6
Trehalose,False,d__Bacteria,p__Campylobacterota,Neither,14
Trehalose,False,d__Bacteria,p__Chloroflexota,Neither,1
Trehalose,False,d__Bacteria,p__Cyanobacteria,Host,13
Trehalose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Trehalose,False,d__Bacteria,p__Deferribacterota,Neither,1
Trehalose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Trehalose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Trehalose,False,d__Bacteria,p__Elusimicrobiota,Host,4
Trehalose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Trehalose,False,d__Bacteria,p__Eremiobacterota,Neither,1
Trehalose,False,d__Bacteria,p__Fibrobacterota,Host,4
Trehalose,False,d__Bacteria,p__Firmicutes,Host,81
Trehalose,False,d__Bacteria,p__Firmicutes,Neither,63
Trehalose,True,d__Bacteria,p__Firmicutes,Host,23
Trehalose,True,d__Bacteria,p__Firmicutes,Neither,21
Trehalose,False,d__Bacteria,p__Firmicutes_A,Host,366
Trehalose,False,d__Bacteria,p__Firmicutes_A,Neither,164
Trehalose,True,d__Bacteria,p__Firmicutes_A,Host,72
Trehalose,True,d__Bacteria,p__Firmicutes_A,Neither,9
Trehalose,False,d__Bacteria,p__Firmicutes_B,Host,2
Trehalose,False,d__Bacteria,p__Firmicutes_B,Neither,2
Trehalose,False,d__Bacteria,p__Firmicutes_C,Host,14
Trehalose,False,d__Bacteria,p__Firmicutes_C,Neither,13
Trehalose,True,d__Bacteria,p__Firmicutes_C,Host,2
Trehalose,False,d__Bacteria,p__Fusobacteriota,Host,2
Trehalose,False,d__Bacteria,p__Fusobacteriota,Neither,14
Trehalose,True,d__Bacteria,p__Fusobacteriota,Neither,1
Trehalose,False,d__Bacteria,p__Myxococcota,Host,2
Trehalose,False,d__Bacteria,p__Patescibacteria,Host,1
Trehalose,False,d__Bacteria,p__Patescibacteria,Neither,3
Trehalose,False,d__Bacteria,p__Planctomycetota,Host,1
Trehalose,False,d__Bacteria,p__Planctomycetota,Neither,1
Trehalose,False,d__Bacteria,p__Proteobacteria,Environment,5
Trehalose,False,d__Bacteria,p__Proteobacteria,Host,18
Trehalose,False,d__Bacteria,p__Proteobacteria,Neither,32
Trehalose,True,d__Bacteria,p__Proteobacteria,Environment,3
Trehalose,True,d__Bacteria,p__Proteobacteria,Host,6
Trehalose,True,d__Bacteria,p__Proteobacteria,Neither,8
Trehalose,False,d__Bacteria,p__Spirochaetota,Host,30
Trehalose,False,d__Bacteria,p__Spirochaetota,Neither,8
Trehalose,True,d__Bacteria,p__Spirochaetota,Host,1
Trehalose,False,d__Bacteria,p__Synergistota,Neither,4
Trehalose,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Trehalose,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Trehalose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Trehalose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Urea hydrolysis,False,d__Archaea,p__Euryarchaeota,Host,5
Urea hydrolysis,False,d__Archaea,p__Halobacterota,Host,1
Urea hydrolysis,False,d__Archaea,p__Halobacterota,Neither,3
Urea hydrolysis,False,d__Archaea,p__Thermoplasmatota,Host,1
Urea hydrolysis,False,d__Archaea,p__Thermoplasmatota,Neither,3
Urea hydrolysis,False,d__Bacteria,p__Actinobacteriota,Environment,3
Urea hydrolysis,False,d__Bacteria,p__Actinobacteriota,Host,38
Urea hydrolysis,False,d__Bacteria,p__Actinobacteriota,Neither,47
Urea hydrolysis,True,d__Bacteria,p__Actinobacteriota,Environment,4
Urea hydrolysis,True,d__Bacteria,p__Actinobacteriota,Host,1
Urea hydrolysis,True,d__Bacteria,p__Actinobacteriota,Neither,3
Urea hydrolysis,False,d__Bacteria,p__Armatimonadota,Neither,1
Urea hydrolysis,False,d__Bacteria,p__Bacteroidota,Host,209
Urea hydrolysis,False,d__Bacteria,p__Bacteroidota,Neither,127
Urea hydrolysis,True,d__Bacteria,p__Bacteroidota,Host,8
Urea hydrolysis,True,d__Bacteria,p__Bacteroidota,Neither,1
Urea hydrolysis,False,d__Bacteria,p__Campylobacterota,Host,6
Urea hydrolysis,False,d__Bacteria,p__Campylobacterota,Neither,12
Urea hydrolysis,True,d__Bacteria,p__Campylobacterota,Neither,2
Urea hydrolysis,False,d__Bacteria,p__Chloroflexota,Neither,1
Urea hydrolysis,False,d__Bacteria,p__Cyanobacteria,Host,13
Urea hydrolysis,False,d__Bacteria,p__Cyanobacteria,Neither,2
Urea hydrolysis,False,d__Bacteria,p__Deferribacterota,Neither,1
Urea hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Host,4
Urea hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Urea hydrolysis,True,d__Bacteria,p__Desulfobacterota_A,Host,1
Urea hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Host,4
Urea hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Urea hydrolysis,False,d__Bacteria,p__Eremiobacterota,Neither,1
Urea hydrolysis,False,d__Bacteria,p__Fibrobacterota,Host,3
Urea hydrolysis,True,d__Bacteria,p__Fibrobacterota,Host,1
Urea hydrolysis,False,d__Bacteria,p__Firmicutes,Host,99
Urea hydrolysis,False,d__Bacteria,p__Firmicutes,Neither,81
Urea hydrolysis,True,d__Bacteria,p__Firmicutes,Host,5
Urea hydrolysis,True,d__Bacteria,p__Firmicutes,Neither,3
Urea hydrolysis,False,d__Bacteria,p__Firmicutes_A,Host,414
Urea hydrolysis,False,d__Bacteria,p__Firmicutes_A,Neither,168
Urea hydrolysis,True,d__Bacteria,p__Firmicutes_A,Host,24
Urea hydrolysis,True,d__Bacteria,p__Firmicutes_A,Neither,5
Urea hydrolysis,False,d__Bacteria,p__Firmicutes_B,Host,2
Urea hydrolysis,False,d__Bacteria,p__Firmicutes_B,Neither,2
Urea hydrolysis,False,d__Bacteria,p__Firmicutes_C,Host,15
Urea hydrolysis,False,d__Bacteria,p__Firmicutes_C,Neither,10
Urea hydrolysis,True,d__Bacteria,p__Firmicutes_C,Host,1
Urea hydrolysis,True,d__Bacteria,p__Firmicutes_C,Neither,3
Urea hydrolysis,False,d__Bacteria,p__Fusobacteriota,Host,2
Urea hydrolysis,False,d__Bacteria,p__Fusobacteriota,Neither,10
Urea hydrolysis,True,d__Bacteria,p__Fusobacteriota,Neither,5
Urea hydrolysis,False,d__Bacteria,p__Myxococcota,Host,2
Urea hydrolysis,False,d__Bacteria,p__Patescibacteria,Host,1
Urea hydrolysis,False,d__Bacteria,p__Patescibacteria,Neither,3
Urea hydrolysis,False,d__Bacteria,p__Planctomycetota,Host,1
Urea hydrolysis,False,d__Bacteria,p__Planctomycetota,Neither,1
Urea hydrolysis,False,d__Bacteria,p__Proteobacteria,Environment,3
Urea hydrolysis,False,d__Bacteria,p__Proteobacteria,Host,19
Urea hydrolysis,False,d__Bacteria,p__Proteobacteria,Neither,34
Urea hydrolysis,True,d__Bacteria,p__Proteobacteria,Environment,5
Urea hydrolysis,True,d__Bacteria,p__Proteobacteria,Host,5
Urea hydrolysis,True,d__Bacteria,p__Proteobacteria,Neither,6
Urea hydrolysis,False,d__Bacteria,p__Spirochaetota,Host,31
Urea hydrolysis,False,d__Bacteria,p__Spirochaetota,Neither,8
Urea hydrolysis,False,d__Bacteria,p__Synergistota,Neither,4
Urea hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Urea hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
Urea hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Urea hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Voges Proskauer,False,d__Archaea,p__Euryarchaeota,Host,3
Voges Proskauer,True,d__Archaea,p__Euryarchaeota,Host,2
Voges Proskauer,False,d__Archaea,p__Halobacterota,Host,1
Voges Proskauer,False,d__Archaea,p__Halobacterota,Neither,3
Voges Proskauer,False,d__Archaea,p__Thermoplasmatota,Host,1
Voges Proskauer,False,d__Archaea,p__Thermoplasmatota,Neither,3
Voges Proskauer,False,d__Bacteria,p__Actinobacteriota,Environment,7
Voges Proskauer,False,d__Bacteria,p__Actinobacteriota,Host,37
Voges Proskauer,False,d__Bacteria,p__Actinobacteriota,Neither,41
Voges Proskauer,True,d__Bacteria,p__Actinobacteriota,Host,2
Voges Proskauer,True,d__Bacteria,p__Actinobacteriota,Neither,9
Voges Proskauer,False,d__Bacteria,p__Armatimonadota,Neither,1
Voges Proskauer,False,d__Bacteria,p__Bacteroidota,Host,216
Voges Proskauer,False,d__Bacteria,p__Bacteroidota,Neither,123
Voges Proskauer,True,d__Bacteria,p__Bacteroidota,Host,1
Voges Proskauer,True,d__Bacteria,p__Bacteroidota,Neither,5
Voges Proskauer,False,d__Bacteria,p__Campylobacterota,Host,6
Voges Proskauer,False,d__Bacteria,p__Campylobacterota,Neither,14
Voges Proskauer,False,d__Bacteria,p__Chloroflexota,Neither,1
Voges Proskauer,False,d__Bacteria,p__Cyanobacteria,Host,13
Voges Proskauer,False,d__Bacteria,p__Cyanobacteria,Neither,2
Voges Proskauer,False,d__Bacteria,p__Deferribacterota,Neither,1
Voges Proskauer,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Voges Proskauer,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Voges Proskauer,False,d__Bacteria,p__Elusimicrobiota,Host,4
Voges Proskauer,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Voges Proskauer,False,d__Bacteria,p__Eremiobacterota,Neither,1
Voges Proskauer,False,d__Bacteria,p__Fibrobacterota,Host,2
Voges Proskauer,True,d__Bacteria,p__Fibrobacterota,Host,2
Voges Proskauer,False,d__Bacteria,p__Firmicutes,Host,80
Voges Proskauer,False,d__Bacteria,p__Firmicutes,Neither,67
Voges Proskauer,True,d__Bacteria,p__Firmicutes,Host,24
Voges Proskauer,True,d__Bacteria,p__Firmicutes,Neither,17
Voges Proskauer,False,d__Bacteria,p__Firmicutes_A,Host,429
Voges Proskauer,False,d__Bacteria,p__Firmicutes_A,Neither,166
Voges Proskauer,True,d__Bacteria,p__Firmicutes_A,Host,9
Voges Proskauer,True,d__Bacteria,p__Firmicutes_A,Neither,7
Voges Proskauer,False,d__Bacteria,p__Firmicutes_B,Host,2
Voges Proskauer,False,d__Bacteria,p__Firmicutes_B,Neither,2
Voges Proskauer,False,d__Bacteria,p__Firmicutes_C,Host,15
Voges Proskauer,False,d__Bacteria,p__Firmicutes_C,Neither,11
Voges Proskauer,True,d__Bacteria,p__Firmicutes_C,Host,1
Voges Proskauer,True,d__Bacteria,p__Firmicutes_C,Neither,2
Voges Proskauer,False,d__Bacteria,p__Fusobacteriota,Host,2
Voges Proskauer,False,d__Bacteria,p__Fusobacteriota,Neither,15
Voges Proskauer,False,d__Bacteria,p__Myxococcota,Host,2
Voges Proskauer,False,d__Bacteria,p__Patescibacteria,Host,1
Voges Proskauer,False,d__Bacteria,p__Patescibacteria,Neither,3
Voges Proskauer,False,d__Bacteria,p__Planctomycetota,Host,1
Voges Proskauer,False,d__Bacteria,p__Planctomycetota,Neither,1
Voges Proskauer,False,d__Bacteria,p__Proteobacteria,Environment,7
Voges Proskauer,False,d__Bacteria,p__Proteobacteria,Host,23
